code,label_ar,definition_ar,note,concept,all_alternative_ar
c_8897,علم الحشرات التطبيقي,,,http://aims.fao.org/aos/agrovoc/c_8897,
c_88971419,ساق ورقية,,,http://aims.fao.org/aos/agrovoc/c_88971419,
c_889b5f8c,دراسة الأشجار,,,http://aims.fao.org/aos/agrovoc/c_889b5f8c,
c_889c8b41,Charadriidae,,,http://aims.fao.org/aos/agrovoc/c_889c8b41,
c_88b08dd4,نظائر البولونيوم,,,http://aims.fao.org/aos/agrovoc/c_88b08dd4,
c_88b302b7,Zabrus melancholicus,,,http://aims.fao.org/aos/agrovoc/c_88b302b7,
c_88ba36fd,Lathyrus hierosolymitanus,,,http://aims.fao.org/aos/agrovoc/c_88ba36fd,
c_88c142b8,Arum dioscoridis,,,http://aims.fao.org/aos/agrovoc/c_88c142b8,
c_88c1b116,راغب في البيع,,,http://aims.fao.org/aos/agrovoc/c_88c1b116,
c_88cb21e4,Fritillaria pinardii,,,http://aims.fao.org/aos/agrovoc/c_88cb21e4,
c_88eab294,نظائر السترونسيوم,,,http://aims.fao.org/aos/agrovoc/c_88eab294,
c_89,ترب حمضية,,,http://aims.fao.org/aos/agrovoc/c_89,
c_890,شمندر شائع,,,http://aims.fao.org/aos/agrovoc/c_890,
c_8904,عرق,,,http://aims.fao.org/aos/agrovoc/c_8904,
c_89066e5d,Aristolochia iberica,,,http://aims.fao.org/aos/agrovoc/c_89066e5d,
c_890c3d67,nitrile herbicides,,,http://aims.fao.org/aos/agrovoc/c_890c3d67,
c_891,تابول,,,http://aims.fao.org/aos/agrovoc/c_891,
c_8914,ثعلب القطب الشمالي,,,http://aims.fao.org/aos/agrovoc/c_8914,
c_8919,طلحيات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_8919,
c_891fa6ba,سمك الشِّعب,,,http://aims.fao.org/aos/agrovoc/c_891fa6ba,
c_892,شجر القضبان,,,http://aims.fao.org/aos/agrovoc/c_892,
c_8922,أرغناز,,,http://aims.fao.org/aos/agrovoc/c_8922,
c_8926,أرمينيا,,,http://aims.fao.org/aos/agrovoc/c_8926,جمهورية أرمينيا
c_893,بتوليات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_893,
c_893220a9,Goniocotes gallinae,,,http://aims.fao.org/aos/agrovoc/c_893220a9,
c_8938d8d5,موج عاصف,,,http://aims.fao.org/aos/agrovoc/c_8938d8d5,
c_8939,عَدَم انْتِظَام ضربات القَلْب,,,http://aims.fao.org/aos/agrovoc/c_8939,
c_893e586a,Spanioneura,,,http://aims.fao.org/aos/agrovoc/c_893e586a,
c_894,محاصيل المشروبات,,,http://aims.fao.org/aos/agrovoc/c_894,
c_8947cbd1,Streptopelia,,,http://aims.fao.org/aos/agrovoc/c_8947cbd1,
c_8948,شرايين,,,http://aims.fao.org/aos/agrovoc/c_8948,
c_8949,تصلب الشرايين,,,http://aims.fao.org/aos/agrovoc/c_8949,
c_89493059,epibionts,,,http://aims.fao.org/aos/agrovoc/c_89493059,
c_894cdb23,Scolymus hispanicus,,,http://aims.fao.org/aos/agrovoc/c_894cdb23,
c_895,صناعة المشروبات,,,http://aims.fao.org/aos/agrovoc/c_895,
c_8950,إلتهاب الشرايين,,,http://aims.fao.org/aos/agrovoc/c_8950,
c_8951,إلتهاب المفاصل,,,http://aims.fao.org/aos/agrovoc/c_8951,
c_8954,التهاب المفاصل,,,http://aims.fao.org/aos/agrovoc/c_8954,
c_895758c4,علو الشجرة,,,http://aims.fao.org/aos/agrovoc/c_895758c4,
c_896,مشروبات,,,http://aims.fao.org/aos/agrovoc/c_896,
c_8960,الصقور الاصطناعية,,,http://aims.fao.org/aos/agrovoc/c_8960,
c_8961,بحيرات,,,http://aims.fao.org/aos/agrovoc/c_8961,
c_8967,لوف,,,http://aims.fao.org/aos/agrovoc/c_8967,
c_897,بوتان,,,http://aims.fao.org/aos/agrovoc/c_897,مملكة بوتان
c_8971,حبن,,,http://aims.fao.org/aos/agrovoc/c_8971,
c_8972,ascorbate oxidase,,,http://aims.fao.org/aos/agrovoc/c_8972,
c_8973,أكسيداز أسكوربية,,,http://aims.fao.org/aos/agrovoc/c_8973,
c_897d6ac8,أنواع متماثلة,,,http://aims.fao.org/aos/agrovoc/c_897d6ac8,
c_898,ثنائيات الكربونات,,,http://aims.fao.org/aos/agrovoc/c_898,
c_89811e65,Fritillaria michailovskyi,,,http://aims.fao.org/aos/agrovoc/c_89811e65,
c_89841194,Allium hymenorrhizum var. hymenorrhizum,,,http://aims.fao.org/aos/agrovoc/c_89841194,
c_8986,أمينوترانسفراز الأسبارتات,,,http://aims.fao.org/aos/agrovoc/c_8986,
c_8988,اخْتِنَاق,,,http://aims.fao.org/aos/agrovoc/c_8988,
c_8989,زهرة النجمة,,,http://aims.fao.org/aos/agrovoc/c_8989,
c_898b860b,معادن الفوسفات,,,http://aims.fao.org/aos/agrovoc/c_898b860b,
c_899,نباتات محولة,,,http://aims.fao.org/aos/agrovoc/c_899,
c_8990,ربو,,,http://aims.fao.org/aos/agrovoc/c_8990,
c_8992,رنح,,,http://aims.fao.org/aos/agrovoc/c_8992,
c_8993,مقياس التبخر,,,http://aims.fao.org/aos/agrovoc/c_8993,
c_8994,جو,,,http://aims.fao.org/aos/agrovoc/c_8994,
c_8995,اضطرابات الغلاف الجوي,,,http://aims.fao.org/aos/agrovoc/c_8995,
c_8998,باذنجان,,,http://aims.fao.org/aos/agrovoc/c_8998,
c_8999,الصماخ السمعي,,,http://aims.fao.org/aos/agrovoc/c_8999,
c_89a10085,Anchusa leptophylla subsp. tomentosa,,,http://aims.fao.org/aos/agrovoc/c_89a10085,
c_89a3ed9f,Botrytis gladiolorum,,,http://aims.fao.org/aos/agrovoc/c_89a3ed9f,
c_89b6b8a9,نظائر الصوديوم,,,http://aims.fao.org/aos/agrovoc/c_89b6b8a9,
c_89ba098b,معدل كفائة البروتين,,,http://aims.fao.org/aos/agrovoc/c_89ba098b,
c_89ba3619,الحماية الاجتماعية,,,http://aims.fao.org/aos/agrovoc/c_89ba3619,
c_89c06d46,indoxacarb,,,http://aims.fao.org/aos/agrovoc/c_89c06d46,
c_89c34d50,نقص فيتامين ألف,,,http://aims.fao.org/aos/agrovoc/c_89c34d50,
c_89d1c48e,Polymyxa graminis,,,http://aims.fao.org/aos/agrovoc/c_89d1c48e,
c_89d3dcbb,الاستحواذ على الارض,,,http://aims.fao.org/aos/agrovoc/c_89d3dcbb,
c_89e3aba5,Sitona macularius,,,http://aims.fao.org/aos/agrovoc/c_89e3aba5,
c_89e642f3,Centranthus ruber,,,http://aims.fao.org/aos/agrovoc/c_89e642f3,
c_89f9044d,Gazella subgutturosa,,,http://aims.fao.org/aos/agrovoc/c_89f9044d,
c_89fec3f8,لوائح المصايد,,,http://aims.fao.org/aos/agrovoc/c_89fec3f8,
c_8a068f58,Thymus pectinatus,,,http://aims.fao.org/aos/agrovoc/c_8a068f58,
c_8a132978,Phyllactinia paliuri,,,http://aims.fao.org/aos/agrovoc/c_8a132978,
c_8a173b00,إنتحاء شمسي سلبي,,,http://aims.fao.org/aos/agrovoc/c_8a173b00,
c_8a17a4f5,Golovinomyces artemisiae,,,http://aims.fao.org/aos/agrovoc/c_8a17a4f5,
c_8a38d1ca,Dionconotus,,,http://aims.fao.org/aos/agrovoc/c_8a38d1ca,
c_8a40c129,bifenox,,,http://aims.fao.org/aos/agrovoc/c_8a40c129,
c_8a4e4967,التعلم المؤسسي,,,http://aims.fao.org/aos/agrovoc/c_8a4e4967,
c_8a510535,Tuber oligospermum,,,http://aims.fao.org/aos/agrovoc/c_8a510535,
c_8a5b4749,التهجئة,,,http://aims.fao.org/aos/agrovoc/c_8a5b4749,
c_8a5e09c9,حوكمة سلسلة القيمة,,,http://aims.fao.org/aos/agrovoc/c_8a5e09c9,
c_8a602bd8,نوع باقي,,,http://aims.fao.org/aos/agrovoc/c_8a602bd8,
c_8a6031d8,القدرة على مواجهة تغير المناخ,,,http://aims.fao.org/aos/agrovoc/c_8a6031d8,
c_8a6611ba,جبن محفوظ في محلول ملحي,,,http://aims.fao.org/aos/agrovoc/c_8a6611ba,
c_8a6dba4b,Atriplex lasiantha,,,http://aims.fao.org/aos/agrovoc/c_8a6dba4b,
c_8a71605f,كازيينات الكالسيوم,,,http://aims.fao.org/aos/agrovoc/c_8a71605f,
c_8a830a1d,Beta maritima var. grisea,,,http://aims.fao.org/aos/agrovoc/c_8a830a1d,
c_8a9dec00,Botrytis globosa,,,http://aims.fao.org/aos/agrovoc/c_8a9dec00,
c_8ab36064,Primula auriculata,,,http://aims.fao.org/aos/agrovoc/c_8ab36064,
c_8abc1d87,Allium calocephalum,,,http://aims.fao.org/aos/agrovoc/c_8abc1d87,
c_8abd38e5,Gladiolus anatolicus,,,http://aims.fao.org/aos/agrovoc/c_8abd38e5,
c_8aeedde7,Allium antalyense,,,http://aims.fao.org/aos/agrovoc/c_8aeedde7,
c_8af11343,Bellevalia,,,http://aims.fao.org/aos/agrovoc/c_8af11343,
c_8b192722,Amaranthus blitum,,,http://aims.fao.org/aos/agrovoc/c_8b192722,
c_8b1f252d,Podosphaera xanthii,,,http://aims.fao.org/aos/agrovoc/c_8b1f252d,
c_8b21f297,الاختلافات المكانية,,,http://aims.fao.org/aos/agrovoc/c_8b21f297,
c_8b2a6437,زيت نُخَّالة الأرز,,,http://aims.fao.org/aos/agrovoc/c_8b2a6437,
c_8b2f27d1,Erysiphe celtidis,,,http://aims.fao.org/aos/agrovoc/c_8b2f27d1,
c_8b3dbe7d,Erica gracilis,,,http://aims.fao.org/aos/agrovoc/c_8b3dbe7d,
c_8b4aa7a4,Scutellista caerulea,,,http://aims.fao.org/aos/agrovoc/c_8b4aa7a4,
c_8b508bcb,الصيدليات البيطرية,,,http://aims.fao.org/aos/agrovoc/c_8b508bcb,
c_8b553503,Rhanterium suaveolens,,,http://aims.fao.org/aos/agrovoc/c_8b553503,
c_8b5af9e9,cokelek cheese,,,http://aims.fao.org/aos/agrovoc/c_8b5af9e9,
c_8b5e95aa,Medicago turbinata,,,http://aims.fao.org/aos/agrovoc/c_8b5e95aa,
c_8b624d6a,المبادرة العالمية لمؤشر الأراضي,,,http://aims.fao.org/aos/agrovoc/c_8b624d6a,
c_8b629ee6,إجهاد القص,,,http://aims.fao.org/aos/agrovoc/c_8b629ee6,
c_8b635abc,فيروسات رنوية أحادية الطاق ذات الاحساس الايجابي,,,http://aims.fao.org/aos/agrovoc/c_8b635abc,
c_8b640d98,Pseudomuscari forniculatum,,,http://aims.fao.org/aos/agrovoc/c_8b640d98,
c_8b6d895f,قروض الأرض,,,http://aims.fao.org/aos/agrovoc/c_8b6d895f,
c_8b6f63e2,Tuber magnatum,,,http://aims.fao.org/aos/agrovoc/c_8b6f63e2,
c_8b725050,مبدأ من يُلَوِّث يَدْفَع,,,http://aims.fao.org/aos/agrovoc/c_8b725050,
c_8b7926ec,Curculio nucum,,,http://aims.fao.org/aos/agrovoc/c_8b7926ec,
c_8b79c27e,Thymus pulvinatus,,,http://aims.fao.org/aos/agrovoc/c_8b79c27e,
c_8ba63c74,Salvia chrysophylla,,,http://aims.fao.org/aos/agrovoc/c_8ba63c74,
c_8baa857f,ادِّعاء صحي,,,http://aims.fao.org/aos/agrovoc/c_8baa857f,
c_8bb935fc,Hordeum pusillum,,,http://aims.fao.org/aos/agrovoc/c_8bb935fc,
c_8bd2b433,إمكانية النسخ,,,http://aims.fao.org/aos/agrovoc/c_8bd2b433,
c_8bdf88ce,Pospiviroid,,,http://aims.fao.org/aos/agrovoc/c_8bdf88ce,
c_8be6c312,تطعيم برعمى رقاقى,,,http://aims.fao.org/aos/agrovoc/c_8be6c312,
c_8c00ea04,profoxydim,,,http://aims.fao.org/aos/agrovoc/c_8c00ea04,
c_8c064095,Psyllobora vigintiduopunctata,,,http://aims.fao.org/aos/agrovoc/c_8c064095,
c_8c0a4b31,الزوائد الحركية,,,http://aims.fao.org/aos/agrovoc/c_8c0a4b31,
c_8c0f869a,Weissella,,,http://aims.fao.org/aos/agrovoc/c_8c0f869a,
c_8c1ab1fc,Convolvulus betonicifolius subsp. peduncularis,,,http://aims.fao.org/aos/agrovoc/c_8c1ab1fc,
c_8c1b562c,Descurainia,,,http://aims.fao.org/aos/agrovoc/c_8c1b562c,
c_8c26cd0c,Muscari sivrihisardaghlarensis,,,http://aims.fao.org/aos/agrovoc/c_8c26cd0c,
c_8c2f0dd2,Smyrnium cordifolium,,,http://aims.fao.org/aos/agrovoc/c_8c2f0dd2,
c_8c34f8c0,علاقة بين طول ووزن,,,http://aims.fao.org/aos/agrovoc/c_8c34f8c0,
c_8c35bbbb,gamma-casein,,,http://aims.fao.org/aos/agrovoc/c_8c35bbbb,
c_8c3ecd25,نتيجة,,,http://aims.fao.org/aos/agrovoc/c_8c3ecd25,
c_8c5652dd,Accipitriformes,,,http://aims.fao.org/aos/agrovoc/c_8c5652dd,
c_8c59c597,قانون الغابة,,,http://aims.fao.org/aos/agrovoc/c_8c59c597,
c_8c601945,إنتقائية معدات الصيد,,,http://aims.fao.org/aos/agrovoc/c_8c601945,
c_8c6882ab,تخصيص او توزيع االارض,,,http://aims.fao.org/aos/agrovoc/c_8c6882ab,
c_8c70d6e1,Anoetus,,,http://aims.fao.org/aos/agrovoc/c_8c70d6e1,
c_8c74dbf9,Machlomovirus,,,http://aims.fao.org/aos/agrovoc/c_8c74dbf9,
c_8c80ecd5,Tilia tomentosa,,,http://aims.fao.org/aos/agrovoc/c_8c80ecd5,
c_8c83e191,عدم التأثر بتغير المناخ,,,http://aims.fao.org/aos/agrovoc/c_8c83e191,
c_8c88891f,Asphodelus,,,http://aims.fao.org/aos/agrovoc/c_8c88891f,
c_8c90f860,مركبات القصدير,,,http://aims.fao.org/aos/agrovoc/c_8c90f860,
c_8c9575f3,الخواص الميكانيكية للتربة,,,http://aims.fao.org/aos/agrovoc/c_8c9575f3,
c_8c99484d,Lycium depressum,,,http://aims.fao.org/aos/agrovoc/c_8c99484d,
c_8c9c5cba,Diplachne fusca,,,http://aims.fao.org/aos/agrovoc/c_8c9c5cba,
c_8ca9435a,Cortinarius stemmatus,,,http://aims.fao.org/aos/agrovoc/c_8ca9435a,
c_8cafb57e,Macrosiphoniella,,,http://aims.fao.org/aos/agrovoc/c_8cafb57e,
c_8cb04d35,عنف,,,http://aims.fao.org/aos/agrovoc/c_8cb04d35,
c_8cbca199,ارتفاع الصقيع,,,http://aims.fao.org/aos/agrovoc/c_8cbca199,
c_8cc29394,Ornithogalum umbellatum,,,http://aims.fao.org/aos/agrovoc/c_8cc29394,
c_8cca3517,Muscari inconstrictum,,,http://aims.fao.org/aos/agrovoc/c_8cca3517,
c_8cf58f1e,استرات الشمع,,,http://aims.fao.org/aos/agrovoc/c_8cf58f1e,
c_8cfcdea8,Consolida cornuta,,,http://aims.fao.org/aos/agrovoc/c_8cfcdea8,
c_8d0840d1,Gryllotalpa gryllotalpa,,,http://aims.fao.org/aos/agrovoc/c_8d0840d1,
c_8d0ad924,إرتباط؛ تلازم,,,http://aims.fao.org/aos/agrovoc/c_8d0ad924,
c_8d27c0f7,كازيينات الصوديوم,,,http://aims.fao.org/aos/agrovoc/c_8d27c0f7,
c_8d2c00ae,كربون 13,,,http://aims.fao.org/aos/agrovoc/c_8d2c00ae,
c_8d2edb2b,Salvia indica,,,http://aims.fao.org/aos/agrovoc/c_8d2edb2b,
c_8d3b72a3,بحيرة قليلة التغذية,,,http://aims.fao.org/aos/agrovoc/c_8d3b72a3,
c_8d534457,Plantago major,,,http://aims.fao.org/aos/agrovoc/c_8d534457,
c_8d661306,Thymus sipyleus,,,http://aims.fao.org/aos/agrovoc/c_8d661306,
c_8d676e96,فيروس تكيس الحضنة,,,http://aims.fao.org/aos/agrovoc/c_8d676e96,
c_8d79a1ae,فيروس شلل النحل المزمن,,,http://aims.fao.org/aos/agrovoc/c_8d79a1ae,
c_8d7b3264,Anchusa stylosa,,,http://aims.fao.org/aos/agrovoc/c_8d7b3264,
c_8d89d3bf,Mikomya,,,http://aims.fao.org/aos/agrovoc/c_8d89d3bf,
c_8d902e5c,تغذية الأمهات,,,http://aims.fao.org/aos/agrovoc/c_8d902e5c,
c_8d93acd3,عمر تخزيني أطول,,,http://aims.fao.org/aos/agrovoc/c_8d93acd3,
c_8db44b1f,أنواع مهاجرة,,,http://aims.fao.org/aos/agrovoc/c_8db44b1f,
c_8dba34e9,Cercis siliquastrum subsp. siliquastrum,,,http://aims.fao.org/aos/agrovoc/c_8dba34e9,
c_8dbaf0bc,سن الكاكاو,,,http://aims.fao.org/aos/agrovoc/c_8dbaf0bc,
c_8dc18c04,Fritillaria milasense,,,http://aims.fao.org/aos/agrovoc/c_8dc18c04,
c_8dcb26c2,حشرة,,,http://aims.fao.org/aos/agrovoc/c_8dcb26c2,
c_8dd43c79,الاحتلال غير القانوني,,,http://aims.fao.org/aos/agrovoc/c_8dd43c79,
c_8de7efa9,Corvidae,,,http://aims.fao.org/aos/agrovoc/c_8de7efa9,
c_8dead8a0,Stigmella pyri,,,http://aims.fao.org/aos/agrovoc/c_8dead8a0,
c_8dee2e93,Bufonidae,,,http://aims.fao.org/aos/agrovoc/c_8dee2e93,
c_8e04bb16,ديناميكيات القريبة من الشاطئ,,,http://aims.fao.org/aos/agrovoc/c_8e04bb16,
c_8e0a7987,نظائر التوريوم,,,http://aims.fao.org/aos/agrovoc/c_8e0a7987,
c_8e15773e,مُوصِل جُزْئِيّ,,,http://aims.fao.org/aos/agrovoc/c_8e15773e,
c_8e16c578,Lathyrus haussknechtii,,,http://aims.fao.org/aos/agrovoc/c_8e16c578,
c_8e19eb98,فيروس كورونا المسبب لمتلازمة الشرق الأوسط التنفسية,,,http://aims.fao.org/aos/agrovoc/c_8e19eb98,
c_8e2fec74,bog blueberries,,,http://aims.fao.org/aos/agrovoc/c_8e2fec74,
c_8e318c75,نظائر الجرمانيوم,,,http://aims.fao.org/aos/agrovoc/c_8e318c75,
c_8e3d5e2e,Cota tinctoria,,,http://aims.fao.org/aos/agrovoc/c_8e3d5e2e,
c_8e487587,الأراضي الرعوية,,,http://aims.fao.org/aos/agrovoc/c_8e487587,
c_8e63a1b9,معدل تمثيل غذائي,,,http://aims.fao.org/aos/agrovoc/c_8e63a1b9,
c_8e6a5cba,نظائر النبتونيوم,,,http://aims.fao.org/aos/agrovoc/c_8e6a5cba,
c_8e83f205,Viola reichenbachiana,,,http://aims.fao.org/aos/agrovoc/c_8e83f205,
c_8e9b8959,الحوادث البحرية,,,http://aims.fao.org/aos/agrovoc/c_8e9b8959,
c_8eb385b3,Golovinomyces inulae,,,http://aims.fao.org/aos/agrovoc/c_8eb385b3,
c_8ec4f0dd,المحطات النووية لتوليد الكهرباء,,,http://aims.fao.org/aos/agrovoc/c_8ec4f0dd,مشروع الطاقة النووية
c_8eca7535,Allium eginense,,,http://aims.fao.org/aos/agrovoc/c_8eca7535,
c_8ecc5123,Fritillaria kittaniae,,,http://aims.fao.org/aos/agrovoc/c_8ecc5123,
c_8ed72aea,Barley mild mosaic virus,,,http://aims.fao.org/aos/agrovoc/c_8ed72aea,
c_8eedfa2d,Eryngium,,,http://aims.fao.org/aos/agrovoc/c_8eedfa2d,
c_8eee7b37,مِحَشّ دوراني,,,http://aims.fao.org/aos/agrovoc/c_8eee7b37,قاطعة دورانية
c_8ef61dfe,رسوم تصريح الصيد,,,http://aims.fao.org/aos/agrovoc/c_8ef61dfe,
c_8f008d01,المراقبة اليدوية,,,http://aims.fao.org/aos/agrovoc/c_8f008d01,
c_8f08f433,Geranium palustre,,,http://aims.fao.org/aos/agrovoc/c_8f08f433,
c_8f0d2083,Sequivirus,,,http://aims.fao.org/aos/agrovoc/c_8f0d2083,
c_8f1a6303,علم الرئيسيات,,,http://aims.fao.org/aos/agrovoc/c_8f1a6303,
c_8f241617,Alfalfa mosaic virus,,,http://aims.fao.org/aos/agrovoc/c_8f241617,
c_8f268954,lavash,,,http://aims.fao.org/aos/agrovoc/c_8f268954,
c_8f28799a,Eremurus cappadocicus,,,http://aims.fao.org/aos/agrovoc/c_8f28799a,
c_8f2adc56,Lathyrus nivalis,,,http://aims.fao.org/aos/agrovoc/c_8f2adc56,
c_8f2ea83c,Lathyrus chrysanthus,,,http://aims.fao.org/aos/agrovoc/c_8f2ea83c,
c_8f3b60c0,قبيلة جديدة,,,http://aims.fao.org/aos/agrovoc/c_8f3b60c0,
c_8f3c6e7a,Sargocentron rubrum,,,http://aims.fao.org/aos/agrovoc/c_8f3c6e7a,
c_8f5ace29,مواد سمعية بصرية,,,http://aims.fao.org/aos/agrovoc/c_8f5ace29,
c_8f605b8a,نظام للري يعمل بالطاقة الشمسية,,,http://aims.fao.org/aos/agrovoc/c_8f605b8a,
c_8f7f9a93,استمارة مجهرية,,,http://aims.fao.org/aos/agrovoc/c_8f7f9a93,
c_8f7fb08c,البيانات الجزئية,,,http://aims.fao.org/aos/agrovoc/c_8f7fb08c,
c_8f882b2c,Crocus antalyensis subsp. striatus,,,http://aims.fao.org/aos/agrovoc/c_8f882b2c,
c_8f953631,عزَّاقة دورانية,,,http://aims.fao.org/aos/agrovoc/c_8f953631,
c_8f9f586e,alphaS2-casein,,,http://aims.fao.org/aos/agrovoc/c_8f9f586e,
c_8fa51482,Clover yellow mosaic virus,,,http://aims.fao.org/aos/agrovoc/c_8fa51482,
c_8fa6951b,Ambrosia tenuifolia,,,http://aims.fao.org/aos/agrovoc/c_8fa6951b,
c_8fb9f7a1,formamidine insecticides,,,http://aims.fao.org/aos/agrovoc/c_8fb9f7a1,
c_8fbaa98c,حركيات النوكليدات الإشعاعية,,,http://aims.fao.org/aos/agrovoc/c_8fbaa98c,
c_8fbc05c3,وسائط تواصل اجتماعي,,,http://aims.fao.org/aos/agrovoc/c_8fbc05c3,
c_8fc04948,الإدارة المتكاملة لخصوبة التربة,,,http://aims.fao.org/aos/agrovoc/c_8fc04948,
c_8fc62ffa,Tomicus destruens,,,http://aims.fao.org/aos/agrovoc/c_8fc62ffa,
c_8fcc95a3,Narcissus obsoletus,,,http://aims.fao.org/aos/agrovoc/c_8fcc95a3,
c_8fd55362,Anoxia orientalis,,,http://aims.fao.org/aos/agrovoc/c_8fd55362,
c_8fd5d2a9,Alternaria mali,,,http://aims.fao.org/aos/agrovoc/c_8fd5d2a9,
c_8ff350f0,انتشار الملوثات,,,http://aims.fao.org/aos/agrovoc/c_8ff350f0,
c_8ffa0f0e,Fumaria kralikii,,,http://aims.fao.org/aos/agrovoc/c_8ffa0f0e,
c_8ffc8bfa,Allium callidictyon,,,http://aims.fao.org/aos/agrovoc/c_8ffc8bfa,
c_9,بطن,,,http://aims.fao.org/aos/agrovoc/c_9,
c_90,تحميض,,,http://aims.fao.org/aos/agrovoc/c_90,
c_900,بغنونيات (فصيلة),,,http://aims.fao.org/aos/agrovoc/c_900,
c_9000,مرض أجزكي,,,http://aims.fao.org/aos/agrovoc/c_9000,
c_9000002,خصوبة المراهقين,,,http://aims.fao.org/aos/agrovoc/c_9000002,
c_9000009,مقياس الكثافة الاشعاعية المتقدم شديد التباين,,,http://aims.fao.org/aos/agrovoc/c_9000009,
c_9000010,التربية الأساسية,,,http://aims.fao.org/aos/agrovoc/c_9000010,
c_9000011,نُظُم الأمان الحيوي,,,http://aims.fao.org/aos/agrovoc/c_9000011,
c_9000014,استبدال الكربون,,,http://aims.fao.org/aos/agrovoc/c_9000014,
c_9000015,زعماء القبائل,,,http://aims.fao.org/aos/agrovoc/c_9000015,
c_9000017,أنظمة التصنيف,,,http://aims.fao.org/aos/agrovoc/c_9000017,
c_9000018,إرشاد موجه تبعأً للزبائن,,,http://aims.fao.org/aos/agrovoc/c_9000018,
c_9000020,منظمات المجتمع المدنى,,,http://aims.fao.org/aos/agrovoc/c_9000020,
c_9000021,المنطقة الساحلية,,,http://aims.fao.org/aos/agrovoc/c_9000021,
c_9000022,الملكية المشتركة,,,http://aims.fao.org/aos/agrovoc/c_9000022,
c_9000023,موارد مالية تعاونية,,,http://aims.fao.org/aos/agrovoc/c_9000023,
c_9000024,نمذجة المحاصيل,,,http://aims.fao.org/aos/agrovoc/c_9000024,
c_9000026,العوامل الثقافية,,,http://aims.fao.org/aos/agrovoc/c_9000026,
c_9000029,انتقال ديموغرافي,,,http://aims.fao.org/aos/agrovoc/c_9000029,
c_9000030,نسبة الاعالة,,,http://aims.fao.org/aos/agrovoc/c_9000030,
c_9000032,التنازل عن السلطة,,,http://aims.fao.org/aos/agrovoc/c_9000032,
c_9000033,معالجة الصور الرقمية,,,http://aims.fao.org/aos/agrovoc/c_9000033,
c_9000036,إدارة المناطق الجافة,,,http://aims.fao.org/aos/agrovoc/c_9000036,
c_9000038,نظام المعلومات والانذار المبكر عن الأغذية,,,http://aims.fao.org/aos/agrovoc/c_9000038,
c_9000039,قمر صناعي لمراقبة الأرض,,,http://aims.fao.org/aos/agrovoc/c_9000039,
c_9000040,التعليم للجميع,,,http://aims.fao.org/aos/agrovoc/c_9000040,
c_9000043,تقنيات تعليمية,,,http://aims.fao.org/aos/agrovoc/c_9000043,
c_9000046,طاقة للزراعة,,,http://aims.fao.org/aos/agrovoc/c_9000046,
c_9000047,الطلب على الطاقة,,,http://aims.fao.org/aos/agrovoc/c_9000047,
c_9000050,مُحاسبة بيئية,,,http://aims.fao.org/aos/agrovoc/c_9000050,
c_9000052,الاتفاقيات البيئية,,,http://aims.fao.org/aos/agrovoc/c_9000052,
c_9000053,إرشاد بيئي,,,http://aims.fao.org/aos/agrovoc/c_9000053,
c_9000054,تكنولوجيا المعلومات البيئية,,,http://aims.fao.org/aos/agrovoc/c_9000054,
c_9000055,التعلم التجريبي,,,http://aims.fao.org/aos/agrovoc/c_9000055,
c_9000056,التعديل البيئي,,,http://aims.fao.org/aos/agrovoc/c_9000056,
c_9000058,نهج التوسع,,,http://aims.fao.org/aos/agrovoc/c_9000058,
c_9000059,مراكز الإرشاد,,,http://aims.fao.org/aos/agrovoc/c_9000059,
c_9000060,تمويل الإرشاد,,,http://aims.fao.org/aos/agrovoc/c_9000060,
c_9000061,لوازم الإرشاد,,,http://aims.fao.org/aos/agrovoc/c_9000061,
c_9000063,العلاقة /إرشاد-أبحاث,,,http://aims.fao.org/aos/agrovoc/c_9000063,
c_9000066,تحليل الجنس,,,http://aims.fao.org/aos/agrovoc/c_9000066,
c_9000067,مراعاة المساواة بين الجنسين,,,http://aims.fao.org/aos/agrovoc/c_9000067,
c_9000068,تدريب على الشؤون الجنسانية,,,http://aims.fao.org/aos/agrovoc/c_9000068,
c_9000069,قمر اصطناعي ثابت المدار,,,http://aims.fao.org/aos/agrovoc/c_9000069,
c_9000070,تعليم الفتيات,,,http://aims.fao.org/aos/agrovoc/c_9000070,
c_9000071,نظام المراقبة الشامل,,,http://aims.fao.org/aos/agrovoc/c_9000071,
c_9000073,تقدير الماء الأرضي,,,http://aims.fao.org/aos/agrovoc/c_9000073,
c_9000074,نهج المجموعة,,,http://aims.fao.org/aos/agrovoc/c_9000074,
c_9000075,مدخرات المجموعة,,,http://aims.fao.org/aos/agrovoc/c_9000075,
c_9000076,التواصل الصحي,,,http://aims.fao.org/aos/agrovoc/c_9000076,
c_9000078,الأمن الغذائي الأسري,,,http://aims.fao.org/aos/agrovoc/c_9000078,
c_9000080,توليد الدخل,,,http://aims.fao.org/aos/agrovoc/c_9000080,
c_9000081,نظم الحيازة المتعلقة بالشعوب الأصلية,,,http://aims.fao.org/aos/agrovoc/c_9000081,
c_9000082,الملكية الخاصة,,,http://aims.fao.org/aos/agrovoc/c_9000082,
c_9000083,تقنية المعلومات,,,http://aims.fao.org/aos/agrovoc/c_9000083,
c_9000084,البنية التحتية للمعلومات,,,http://aims.fao.org/aos/agrovoc/c_9000084,
