"code","label_zh","note","concept","all_alternative_zh","all_hidden_zh","definition_en"
"c_e4140d75","克什米尔蜜蜂病毒","","http://aims.fao.org/aos/agrovoc/c_e4140d75","","",""
"c_e41bd9d9","Xanthorrhoeaceae","","http://aims.fao.org/aos/agrovoc/c_e41bd9d9","","",""
"c_e420d6fb","放射性物质","","http://aims.fao.org/aos/agrovoc/c_e420d6fb","","",""
"c_e420ded0","Rubiothrips","","http://aims.fao.org/aos/agrovoc/c_e420ded0","","",""
"c_e42455cf","移徙者","","http://aims.fao.org/aos/agrovoc/c_e42455cf","","",""
"c_e42cc1dc","海藻工业","","http://aims.fao.org/aos/agrovoc/c_e42cc1dc","","",""
"c_e4315b22","物联网","","http://aims.fao.org/aos/agrovoc/c_e4315b22","","",""
"c_e4436b5b","Hyssopus officinalis","","http://aims.fao.org/aos/agrovoc/c_e4436b5b","","",""
"c_e445bc84","使用限制","","http://aims.fao.org/aos/agrovoc/c_e445bc84","","",""
"c_e4483107","饲用大麦","","http://aims.fao.org/aos/agrovoc/c_e4483107","","",""
"c_e44ad166","Tenuipalpus granati","","http://aims.fao.org/aos/agrovoc/c_e44ad166","","",""
"c_e453700f","Bellevalia glauca","","http://aims.fao.org/aos/agrovoc/c_e453700f","","",""
"c_e4560843","Hylesinus vestitus","","http://aims.fao.org/aos/agrovoc/c_e4560843","","",""
"c_e457782f","海洋生物","","http://aims.fao.org/aos/agrovoc/c_e457782f","","",""
"c_e4623346","Thymus zygioides","","http://aims.fao.org/aos/agrovoc/c_e4623346","","",""
"c_e4a362c0","Amaranthus deflexus","","http://aims.fao.org/aos/agrovoc/c_e4a362c0","","",""
"c_e4a5959a","Cornus sanguinea","","http://aims.fao.org/aos/agrovoc/c_e4a5959a","","",""
"c_e4ac7c45","半日潮","","http://aims.fao.org/aos/agrovoc/c_e4ac7c45","","",""
"c_e4bfbb28","Perdix","","http://aims.fao.org/aos/agrovoc/c_e4bfbb28","","",""
"c_e4c85b30","溶解无机质","","http://aims.fao.org/aos/agrovoc/c_e4c85b30","","",""
"c_e4cd00d7","Cyperus longus","","http://aims.fao.org/aos/agrovoc/c_e4cd00d7","","",""
"c_e4d170f5","导航设备","","http://aims.fao.org/aos/agrovoc/c_e4d170f5","","",""
"c_e4d39485","Rhaponticum serratuloides","","http://aims.fao.org/aos/agrovoc/c_e4d39485","","",""
"c_e4d7777d","Cyperus hostiana","","http://aims.fao.org/aos/agrovoc/c_e4d7777d","","",""
"c_e4dde96c","水产养殖产量","","http://aims.fao.org/aos/agrovoc/c_e4dde96c","","",""
"c_e4e17d1b","珍珠粟","","http://aims.fao.org/aos/agrovoc/c_e4e17d1b","","",""
"c_e4ee02c9","海底滩","","http://aims.fao.org/aos/agrovoc/c_e4ee02c9","","",""
"c_e4f170b9","Euonymus latifolius subsp. latifolius","","http://aims.fao.org/aos/agrovoc/c_e4f170b9","","",""
"c_e50f8381","Aceria pistaciae","","http://aims.fao.org/aos/agrovoc/c_e50f8381","","",""
"c_e50fe8df","Chenopodium album subsp. album","","http://aims.fao.org/aos/agrovoc/c_e50fe8df","","",""
"c_e5165cc9","交代作用","","http://aims.fao.org/aos/agrovoc/c_e5165cc9","","",""
"c_e516c17b","向下长波辐射","","http://aims.fao.org/aos/agrovoc/c_e516c17b","","",""
"c_e5201b28","鲜货市场","","http://aims.fao.org/aos/agrovoc/c_e5201b28","","",""
"c_e5336d8d","奥兰群岛","","http://aims.fao.org/aos/agrovoc/c_e5336d8d","","",""
"c_e53aba31","Atriplex halimus","","http://aims.fao.org/aos/agrovoc/c_e53aba31","","",""
"c_e574a82f","白垩纪","","http://aims.fao.org/aos/agrovoc/c_e574a82f","","",""
"c_e57d3988","Salsola soda","","http://aims.fao.org/aos/agrovoc/c_e57d3988","","",""
"c_e57d5fd0","Phyllactinia pistaciae","","http://aims.fao.org/aos/agrovoc/c_e57d5fd0","","",""
"c_e581abec","生物电","","http://aims.fao.org/aos/agrovoc/c_e581abec","","",""
"c_e5838a4a","Anagallis arvensis","","http://aims.fao.org/aos/agrovoc/c_e5838a4a","","",""
"c_e5885bf9","Tradescantia pallida","","http://aims.fao.org/aos/agrovoc/c_e5885bf9","","",""
"c_e588a17c","中美洲一体化体系","","http://aims.fao.org/aos/agrovoc/c_e588a17c","","",""
"c_e58add24","Angelica sinensis","","http://aims.fao.org/aos/agrovoc/c_e58add24","","",""
"c_e58b3caf","环境噪声","","http://aims.fao.org/aos/agrovoc/c_e58b3caf","","",""
"c_e58eb09c","回声探鱼仪","","http://aims.fao.org/aos/agrovoc/c_e58eb09c","","",""
"c_e5921356","硅循环","","http://aims.fao.org/aos/agrovoc/c_e5921356","","",""
"c_e5a2e768","旅行限制","","http://aims.fao.org/aos/agrovoc/c_e5a2e768","","",""
"c_e5a3baea","铌同位素","","http://aims.fao.org/aos/agrovoc/c_e5a3baea","","",""
"c_e5a4a1eb","Glebionis","","http://aims.fao.org/aos/agrovoc/c_e5a4a1eb","","",""
"c_e5b00e40","Adonis annua","","http://aims.fao.org/aos/agrovoc/c_e5b00e40","","",""
"c_e5b1cf1a","微塑料污染","","http://aims.fao.org/aos/agrovoc/c_e5b1cf1a","","",""
"c_e5bd81ae","阿卡斑病","","http://aims.fao.org/aos/agrovoc/c_e5bd81ae","","",""
"c_e5c93246","放射虫化石","","http://aims.fao.org/aos/agrovoc/c_e5c93246","","",""
"c_e5cf96c4","黑鲈养殖","","http://aims.fao.org/aos/agrovoc/c_e5cf96c4","","",""
"c_e5d09dff","应力腐蚀","","http://aims.fao.org/aos/agrovoc/c_e5d09dff","","",""
"c_e5eb964f","Sideritis lanata","","http://aims.fao.org/aos/agrovoc/c_e5eb964f","","",""
"c_e5f477a5","未充分捕捞种群","","http://aims.fao.org/aos/agrovoc/c_e5f477a5","","",""
"c_e5fb8acb","摄影机","","http://aims.fao.org/aos/agrovoc/c_e5fb8acb","照相机|摄影测量相机","",""
"c_e5fc0ece","超加工食品","","http://aims.fao.org/aos/agrovoc/c_e5fc0ece","","",""
"c_e604caea","Agelastica alni","","http://aims.fao.org/aos/agrovoc/c_e604caea","","",""
"c_e6105c1a","粘附","","http://aims.fao.org/aos/agrovoc/c_e6105c1a","","",""
"c_e61061f5","Thymus subcollinus","","http://aims.fao.org/aos/agrovoc/c_e61061f5","","",""
"c_e611101d","参与式行动研究","","http://aims.fao.org/aos/agrovoc/c_e611101d","","",""
"c_e6171222","鱼饲料","","http://aims.fao.org/aos/agrovoc/c_e6171222","","",""
"c_e61eae08","重力图","","http://aims.fao.org/aos/agrovoc/c_e61eae08","","",""
"c_e62d5385","水生资源","","http://aims.fao.org/aos/agrovoc/c_e62d5385","","",""
"c_e63104e4","Consolida armeniaca","","http://aims.fao.org/aos/agrovoc/c_e63104e4","","",""
"c_e636a359","病毒性出血性败血症","","http://aims.fao.org/aos/agrovoc/c_e636a359","","",""
"c_e6463ff1","涡度","","http://aims.fao.org/aos/agrovoc/c_e6463ff1","","",""
"c_e649ca1c","掘穴生物","","http://aims.fao.org/aos/agrovoc/c_e649ca1c","","",""
"c_e64aff2e","蒸发层","","http://aims.fao.org/aos/agrovoc/c_e64aff2e","","",""
"c_e64c9a8d","社会网络","","http://aims.fao.org/aos/agrovoc/c_e64c9a8d","","",""
"c_e65bc36d","被动大陆边缘","","http://aims.fao.org/aos/agrovoc/c_e65bc36d","","",""
"c_e6670038","Episyrphus","","http://aims.fao.org/aos/agrovoc/c_e6670038","","",""
"c_e676a34a","紧急预防系统","","http://aims.fao.org/aos/agrovoc/c_e676a34a","","",""
"c_e67edcb4","地图册","","http://aims.fao.org/aos/agrovoc/c_e67edcb4","","",""
"c_e6844ef4","социальное фермерство","","http://aims.fao.org/aos/agrovoc/c_e6844ef4","","",""
"c_e6a70f18","Anapulvinaria pistaciae","","http://aims.fao.org/aos/agrovoc/c_e6a70f18","","",""
"c_e6a79d41","绝热过程","","http://aims.fao.org/aos/agrovoc/c_e6a79d41","","",""
"c_e6af4d92","河水","","http://aims.fao.org/aos/agrovoc/c_e6af4d92","","",""
"c_e6afe244","桥梁","","http://aims.fao.org/aos/agrovoc/c_e6afe244","","",""
"c_e6b0f67e","兽医立法","","http://aims.fao.org/aos/agrovoc/c_e6b0f67e","","",""
"c_e6b223d7","草地贪夜蛾","","http://aims.fao.org/aos/agrovoc/c_e6b223d7","","",""
"c_e6b756ab","动物地理区","","http://aims.fao.org/aos/agrovoc/c_e6b756ab","","",""
"c_e6bc2854","Ephedra distachya subsp. distachya","","http://aims.fao.org/aos/agrovoc/c_e6bc2854","","",""
"c_e6cdbc9c","企业社会责任","","http://aims.fao.org/aos/agrovoc/c_e6cdbc9c","","",""
"c_e6dd5c00","Lathyrus odoratus","","http://aims.fao.org/aos/agrovoc/c_e6dd5c00","","",""
"c_e6e1403a","捕捞能力","","http://aims.fao.org/aos/agrovoc/c_e6e1403a","","",""
"c_e6e29100","生物收藏品","","http://aims.fao.org/aos/agrovoc/c_e6e29100","","",""
"c_e6e33ae1","目标瞄准","","http://aims.fao.org/aos/agrovoc/c_e6e33ae1","","",""
"c_e6f9ae64","马铃薯葡萄糖琼脂","","http://aims.fao.org/aos/agrovoc/c_e6f9ae64","","",""
"c_e6f9b468","海岸防护物","","http://aims.fao.org/aos/agrovoc/c_e6f9b468","","",""
"c_e71754af","犯罪","","http://aims.fao.org/aos/agrovoc/c_e71754af","","",""
"c_e71b5571","捕捞船队","","http://aims.fao.org/aos/agrovoc/c_e71b5571","","",""
"c_e7268555","损害评估","","http://aims.fao.org/aos/agrovoc/c_e7268555","","",""
"c_e733bfea","Brassica rapa subsp. nipposinica","","http://aims.fao.org/aos/agrovoc/c_e733bfea","","",""
"c_e73beb29","温差","","http://aims.fao.org/aos/agrovoc/c_e73beb29","","",""
"c_e7418f7f","Fritillaria minima","","http://aims.fao.org/aos/agrovoc/c_e7418f7f","","",""
"c_e7491814","缺氧化","","http://aims.fao.org/aos/agrovoc/c_e7491814","","",""
"c_e74a2c1c","Didymella lentis","","http://aims.fao.org/aos/agrovoc/c_e74a2c1c","","",""
"c_e74ff4f2","发光器","","http://aims.fao.org/aos/agrovoc/c_e74ff4f2","","",""
"c_e750a3e5","火灾发生频率","","http://aims.fao.org/aos/agrovoc/c_e750a3e5","","",""
"c_e75cea15","Vicia sativa subsp. sativa","","http://aims.fao.org/aos/agrovoc/c_e75cea15","","",""
"c_e7603b18","井水","","http://aims.fao.org/aos/agrovoc/c_e7603b18","","",""
"c_e7837122","Maclura","","http://aims.fao.org/aos/agrovoc/c_e7837122","","",""
"c_e78d17a3","离子通道","","http://aims.fao.org/aos/agrovoc/c_e78d17a3","","",""
"c_e7a071ee","土壤藻类","","http://aims.fao.org/aos/agrovoc/c_e7a071ee","","",""
"c_e7a177e8","核推进器","","http://aims.fao.org/aos/agrovoc/c_e7a177e8","","",""
"c_e7a5fff7","虱目鱼养殖","","http://aims.fao.org/aos/agrovoc/c_e7a5fff7","","",""
"c_e7bdfe4b","盖革计数器","","http://aims.fao.org/aos/agrovoc/c_e7bdfe4b","","",""
"c_e7d9301b","Xanthium strumarium","","http://aims.fao.org/aos/agrovoc/c_e7d9301b","","",""
"c_e7dc4229","鱼去头脏","","http://aims.fao.org/aos/agrovoc/c_e7dc4229","","",""
"c_e7dcb3da","噻草酮","","http://aims.fao.org/aos/agrovoc/c_e7dcb3da","","",""
"c_e7ddc042","Anser anser","","http://aims.fao.org/aos/agrovoc/c_e7ddc042","","",""
"c_e7e46dc7","Brugmansia candida","","http://aims.fao.org/aos/agrovoc/c_e7e46dc7","","",""
"c_e7e5c6ff","Lepus","","http://aims.fao.org/aos/agrovoc/c_e7e5c6ff","","",""
"c_e7e7485c","模式识别","","http://aims.fao.org/aos/agrovoc/c_e7e7485c","","",""
"c_e7f15936","Cyperus laevigatus","","http://aims.fao.org/aos/agrovoc/c_e7f15936","","",""
"c_e7f37e3c","水样","","http://aims.fao.org/aos/agrovoc/c_e7f37e3c","","",""
"c_e7f51547","Fusarium oxysporum f. sp. ciceris","","http://aims.fao.org/aos/agrovoc/c_e7f51547","","",""
"c_e806e3d7","高粱散黑穗病","","http://aims.fao.org/aos/agrovoc/c_e806e3d7","高粱散黑粉病","",""
"c_e80bdd7c","Salamandridae","","http://aims.fao.org/aos/agrovoc/c_e80bdd7c","","",""
"c_e81f9544","辐聚板块边界","","http://aims.fao.org/aos/agrovoc/c_e81f9544","","",""
"c_e8306244","Galega officinalis","","http://aims.fao.org/aos/agrovoc/c_e8306244","","",""
"c_e8313f04","Dendrocopos major","","http://aims.fao.org/aos/agrovoc/c_e8313f04","","",""
"c_e837a6d6","鱼类防护剂","","http://aims.fao.org/aos/agrovoc/c_e837a6d6","","",""
"c_e83fa116","Dracunculus medinensis","","http://aims.fao.org/aos/agrovoc/c_e83fa116","","",""
"c_e84175ae","层理构造","","http://aims.fao.org/aos/agrovoc/c_e84175ae","","",""
"c_e844dfc3","Tuta absoluta","","http://aims.fao.org/aos/agrovoc/c_e844dfc3","","",""
"c_e846aaca","Capoeta trutta","","http://aims.fao.org/aos/agrovoc/c_e846aaca","","",""
"c_e84f4e8f","Trifolium lappaceum","","http://aims.fao.org/aos/agrovoc/c_e84f4e8f","","",""
"c_e8546412","石油地质学","","http://aims.fao.org/aos/agrovoc/c_e8546412","","",""
"c_e856c463","Neoerysiphe galeopsidis","","http://aims.fao.org/aos/agrovoc/c_e856c463","","",""
"c_e8591eeb","Terfezia olbiensis","","http://aims.fao.org/aos/agrovoc/c_e8591eeb","","",""
"c_e863ced5","深海峡谷","","http://aims.fao.org/aos/agrovoc/c_e863ced5","","",""
"c_e8750a18","Agaonidae","","http://aims.fao.org/aos/agrovoc/c_e8750a18","","",""
"c_e879cda6","Sideritis libanotica","","http://aims.fao.org/aos/agrovoc/c_e879cda6","","",""
"c_e879ce99","Geranium kurdicum","","http://aims.fao.org/aos/agrovoc/c_e879ce99","","",""
"c_e88a38eb","Phalaris canariensis","","http://aims.fao.org/aos/agrovoc/c_e88a38eb","","",""
"c_e88d8977","Erodium birandianum","","http://aims.fao.org/aos/agrovoc/c_e88d8977","","",""
"c_e89c7744","粮食掺假","","http://aims.fao.org/aos/agrovoc/c_e89c7744","食品造假","",""
"c_e8b848be","Golovinomyces macrocarpus","","http://aims.fao.org/aos/agrovoc/c_e8b848be","","",""
"c_e8bc3243","巨浪","","http://aims.fao.org/aos/agrovoc/c_e8bc3243","","",""
"c_e8be2dbe","加速度","","http://aims.fao.org/aos/agrovoc/c_e8be2dbe","","",""
"c_e8c2eb13","Orobanche nana","","http://aims.fao.org/aos/agrovoc/c_e8c2eb13","","",""
"c_e8dd2dcb","Pleochaeta","","http://aims.fao.org/aos/agrovoc/c_e8dd2dcb","","",""
"c_e8e5cb81","技术采用","","http://aims.fao.org/aos/agrovoc/c_e8e5cb81","","",""
"c_e8eaf8e2","Thymus canoviridis","","http://aims.fao.org/aos/agrovoc/c_e8eaf8e2","","",""
"c_e8eb5802","Erodium hendrikii","","http://aims.fao.org/aos/agrovoc/c_e8eb5802","","",""
"c_e8ee4105","砂波痕","","http://aims.fao.org/aos/agrovoc/c_e8ee4105","","",""
"c_e9033222","猎具","","http://aims.fao.org/aos/agrovoc/c_e9033222","狩猎用品","",""
"c_e9077677","Lathyrus gorgoni var. pilosus","","http://aims.fao.org/aos/agrovoc/c_e9077677","","",""
"c_e914806e","风媒传粉","","http://aims.fao.org/aos/agrovoc/c_e914806e","","",""
"c_e915adc8","Argas reflexus","","http://aims.fao.org/aos/agrovoc/c_e915adc8","","",""
"c_e93e29dc","有效波","","http://aims.fao.org/aos/agrovoc/c_e93e29dc","","",""
"c_e93ef02b","Acalitus vaccinii","","http://aims.fao.org/aos/agrovoc/c_e93ef02b","","",""
"c_e95c2eff","购买食物的支付能力","","http://aims.fao.org/aos/agrovoc/c_e95c2eff","","",""
"c_e96903a8","Picoa lefebvrei","","http://aims.fao.org/aos/agrovoc/c_e96903a8","","",""
"c_e96e509d","恶病质","","http://aims.fao.org/aos/agrovoc/c_e96e509d","","",""
"c_e9786608","Hordeum stenostachys","","http://aims.fao.org/aos/agrovoc/c_e9786608","","",""
"c_e98099f9","机载投弃式深度温度计","","http://aims.fao.org/aos/agrovoc/c_e98099f9","","",""
"c_e98a1912","噪声污染","","http://aims.fao.org/aos/agrovoc/c_e98a1912","","",""
"c_e98c26d1","水下战争","","http://aims.fao.org/aos/agrovoc/c_e98c26d1","","",""
"c_e99e9ce3","Botrytis narcissicola","","http://aims.fao.org/aos/agrovoc/c_e99e9ce3","","",""
"c_e99ec78a","Chlamydophila pecorum","","http://aims.fao.org/aos/agrovoc/c_e99ec78a","","",""
"c_e9a055f7","资源崩溃","","http://aims.fao.org/aos/agrovoc/c_e9a055f7","","",""
"c_e9c250f9","土壤污染物","","http://aims.fao.org/aos/agrovoc/c_e9c250f9","","",""
"c_e9c29cc6","交叉污染","","http://aims.fao.org/aos/agrovoc/c_e9c29cc6","","",""
"c_e9c3962b","气候模式","","http://aims.fao.org/aos/agrovoc/c_e9c3962b","","",""
"c_e9c6f518","Sanguisorba officinalis","","http://aims.fao.org/aos/agrovoc/c_e9c6f518","","",""
"c_e9cceff4","寄生控制","","http://aims.fao.org/aos/agrovoc/c_e9cceff4","","",""
"c_e9d41264","大洋潮汐","","http://aims.fao.org/aos/agrovoc/c_e9d41264","","",""
"c_e9d66a6e","地转流","","http://aims.fao.org/aos/agrovoc/c_e9d66a6e","","",""
"c_e9f5459c","Aegilops triuncialis var. triuncialis","","http://aims.fao.org/aos/agrovoc/c_e9f5459c","","",""
"c_e9f66ae7","Sideritis galatica","","http://aims.fao.org/aos/agrovoc/c_e9f66ae7","","",""
"c_ea015d99","非粘结沉积物","","http://aims.fao.org/aos/agrovoc/c_ea015d99","","",""
"c_ea066975","Vicia johannis var. johannis","","http://aims.fao.org/aos/agrovoc/c_ea066975","","",""
"c_ea131ea2","肺(食用)","","http://aims.fao.org/aos/agrovoc/c_ea131ea2","","",""
"c_ea1c24fe","Geranium lasiopus","","http://aims.fao.org/aos/agrovoc/c_ea1c24fe","","",""
"c_ea1d3e19","Opopanax persicus","","http://aims.fao.org/aos/agrovoc/c_ea1d3e19","","",""
"c_ea1df508","Arum dioscoridis var. dioscoridis","","http://aims.fao.org/aos/agrovoc/c_ea1df508","","",""
"c_ea24e503","胃含物","","http://aims.fao.org/aos/agrovoc/c_ea24e503","","",""
"c_ea2af13b","铑","","http://aims.fao.org/aos/agrovoc/c_ea2af13b","","",""
"c_ea343646","Allium lycaonicum","","http://aims.fao.org/aos/agrovoc/c_ea343646","","",""
"c_ea387cba","巴西棕榈蜡","","http://aims.fao.org/aos/agrovoc/c_ea387cba","","",""
"c_ea3a854d","水流","","http://aims.fao.org/aos/agrovoc/c_ea3a854d","","",""
"c_ea426304","Erysiphe abbreviata","","http://aims.fao.org/aos/agrovoc/c_ea426304","","",""
"c_ea47d292","Scolothrips longicornis","","http://aims.fao.org/aos/agrovoc/c_ea47d292","","",""
"c_ea564104","Leveillula taurica","","http://aims.fao.org/aos/agrovoc/c_ea564104","","",""
"c_ea574a16","牙签粗糙果芹","","http://aims.fao.org/aos/agrovoc/c_ea574a16","","",""
"c_ea59dd8d","大麦散黑穗病","","http://aims.fao.org/aos/agrovoc/c_ea59dd8d","","",""
"c_ea60e31f","钙积土","","http://aims.fao.org/aos/agrovoc/c_ea60e31f","","",""
"c_ea610516","断奶仔猪","","http://aims.fao.org/aos/agrovoc/c_ea610516","断奶猪","",""
"c_ea61299b","Solanum woronowii","","http://aims.fao.org/aos/agrovoc/c_ea61299b","","",""
"c_ea62e5ae","泛函分析","","http://aims.fao.org/aos/agrovoc/c_ea62e5ae","","",""
"c_ea66095f","冰油界面","","http://aims.fao.org/aos/agrovoc/c_ea66095f","","",""
"c_ea6dbacf","Allium huber-morathii","","http://aims.fao.org/aos/agrovoc/c_ea6dbacf","","",""
"c_ea73a8d4","流痕","","http://aims.fao.org/aos/agrovoc/c_ea73a8d4","","",""
"c_ea7b5b7a","蒸腾效率","","http://aims.fao.org/aos/agrovoc/c_ea7b5b7a","","",""
"c_ea7e181e","硫化物沉积","","http://aims.fao.org/aos/agrovoc/c_ea7e181e","","",""
"c_ea831380","潜水业","","http://aims.fao.org/aos/agrovoc/c_ea831380","","",""
"c_ea85d512","Orobanche oxyloba","","http://aims.fao.org/aos/agrovoc/c_ea85d512","","",""
"c_ea8896b2","Combretum erythrophyllum","","http://aims.fao.org/aos/agrovoc/c_ea8896b2","","",""
"c_ea9300c2","沿海国","","http://aims.fao.org/aos/agrovoc/c_ea9300c2","","",""
"c_ea965259","环丙沙星","","http://aims.fao.org/aos/agrovoc/c_ea965259","","",""
"c_eaa20250","甲壳动物","","http://aims.fao.org/aos/agrovoc/c_eaa20250","","",""
"c_eaa50010","厄尔尼诺现象","","http://aims.fao.org/aos/agrovoc/c_eaa50010","","",""
"c_eaaa370d","Chlamydia suis","","http://aims.fao.org/aos/agrovoc/c_eaaa370d","","",""
"c_eab31faf","Arum hygrophilum","","http://aims.fao.org/aos/agrovoc/c_eab31faf","","",""
"c_eac261e3","水产饲料","","http://aims.fao.org/aos/agrovoc/c_eac261e3","","",""
"c_eac2ecd2","定置网","","http://aims.fao.org/aos/agrovoc/c_eac2ecd2","","",""
"c_eac3acc9","绦虫","","http://aims.fao.org/aos/agrovoc/c_eac3acc9","","",""
"c_eac733c4","疲乏","","http://aims.fao.org/aos/agrovoc/c_eac733c4","","",""
"c_ead321dd","泥盆纪","","http://aims.fao.org/aos/agrovoc/c_ead321dd","","",""
"c_ead6b386","公正的获得","","http://aims.fao.org/aos/agrovoc/c_ead6b386","","",""
"c_eae7e3c4","干燥种子处理粉剂","","http://aims.fao.org/aos/agrovoc/c_eae7e3c4","","",""
"c_eaeeb82a","Aethusa","","http://aims.fao.org/aos/agrovoc/c_eaeeb82a","","",""
"c_eafcd109","Erodium","","http://aims.fao.org/aos/agrovoc/c_eafcd109","","",""
"c_eb005e2e","Gentiana lutea","","http://aims.fao.org/aos/agrovoc/c_eb005e2e","","",""
"c_eb10c9c8","Erysiphe urticae","","http://aims.fao.org/aos/agrovoc/c_eb10c9c8","","",""
"c_eb14ec98","山羊关节炎/脑炎","","http://aims.fao.org/aos/agrovoc/c_eb14ec98","","",""
"c_eb3682ab","寄生去势","","http://aims.fao.org/aos/agrovoc/c_eb3682ab","","",""
"c_eb390701","氮平衡","","http://aims.fao.org/aos/agrovoc/c_eb390701","","",""
"c_eb3b97ae","国际法至上","","http://aims.fao.org/aos/agrovoc/c_eb3b97ae","","",""
"c_eb4a2d1c","近海码头","","http://aims.fao.org/aos/agrovoc/c_eb4a2d1c","","",""
"c_eb60691e","Veronica persica","","http://aims.fao.org/aos/agrovoc/c_eb60691e","","",""
"c_eb68aec7","水权","","http://aims.fao.org/aos/agrovoc/c_eb68aec7","","",""
"c_eb7957d0","贻贝渔业","","http://aims.fao.org/aos/agrovoc/c_eb7957d0","","",""
"c_eb7d2770","亮度溫度","","http://aims.fao.org/aos/agrovoc/c_eb7d2770","","",""
"c_eb878b76","Virgaviridae","","http://aims.fao.org/aos/agrovoc/c_eb878b76","","",""
"c_eb8af485","地域发展","","http://aims.fao.org/aos/agrovoc/c_eb8af485","","",""
"c_eb9db93a","经向大洋环流","","http://aims.fao.org/aos/agrovoc/c_eb9db93a","","",""
"c_ebaac8d2","猪链球菌感染","","http://aims.fao.org/aos/agrovoc/c_ebaac8d2","","",""
"c_ebae8523","Daktulosphaira","","http://aims.fao.org/aos/agrovoc/c_ebae8523","","",""
"c_ebb4b237","Orobanche reticulata","","http://aims.fao.org/aos/agrovoc/c_ebb4b237","","",""
"c_ebb70d24","Allium carinatum","","http://aims.fao.org/aos/agrovoc/c_ebb70d24","","",""
"c_ebc13c72","西边界流","","http://aims.fao.org/aos/agrovoc/c_ebc13c72","","",""
"c_ebc17762","Senegalia modesta","","http://aims.fao.org/aos/agrovoc/c_ebc17762","","",""
"c_ebc46844","用白利比重计测定液体的比重","","http://aims.fao.org/aos/agrovoc/c_ebc46844","","",""
"c_ebc54b61","地震预报","","http://aims.fao.org/aos/agrovoc/c_ebc54b61","","",""
"c_ebc9e0c7","温度异常","","http://aims.fao.org/aos/agrovoc/c_ebc9e0c7","","",""
"c_ebcd5505","Taphrina pruni","","http://aims.fao.org/aos/agrovoc/c_ebcd5505","","",""
"c_ebce0e92","Crocus kerndorffiorum","","http://aims.fao.org/aos/agrovoc/c_ebce0e92","","",""
"c_ebd21c96","城市贫民","","http://aims.fao.org/aos/agrovoc/c_ebd21c96","","",""
"c_ebd2ddcb","森林治理","","http://aims.fao.org/aos/agrovoc/c_ebd2ddcb","","",""
"c_ebd43508","成文宪法","","http://aims.fao.org/aos/agrovoc/c_ebd43508","","",""
"c_ebde1f8d","Parabemisia myricae","","http://aims.fao.org/aos/agrovoc/c_ebde1f8d","","",""
"c_ebe11b64","Clostridiales","","http://aims.fao.org/aos/agrovoc/c_ebe11b64","","",""
"c_ebeb4680","Allium cassium","","http://aims.fao.org/aos/agrovoc/c_ebeb4680","","",""
"c_ebfb6d33","湖流","","http://aims.fao.org/aos/agrovoc/c_ebfb6d33","","",""
"c_ebfdf3a4","红豆越桔","","http://aims.fao.org/aos/agrovoc/c_ebfdf3a4","","",""
"c_ec033a54","Pimpinella cappadocica","","http://aims.fao.org/aos/agrovoc/c_ec033a54","","",""
"c_ec0411cd","电磁学","","http://aims.fao.org/aos/agrovoc/c_ec0411cd","","",""
"c_ec074d23","Beta vulgaris subsp. vulgaris","","http://aims.fao.org/aos/agrovoc/c_ec074d23","","",""
"c_ec0ccf21","转运","","http://aims.fao.org/aos/agrovoc/c_ec0ccf21","","",""
"c_ec0da669","船位推算法","","http://aims.fao.org/aos/agrovoc/c_ec0da669","","",""
"c_ec274eb2","红外探测仪","","http://aims.fao.org/aos/agrovoc/c_ec274eb2","","",""
"c_ec2915cd","Sus scrofa subsp. domesticus","","http://aims.fao.org/aos/agrovoc/c_ec2915cd","Sus domesticus","",""
"c_ec2e2203","海底谷","","http://aims.fao.org/aos/agrovoc/c_ec2e2203","","",""
"c_ec319441","植物化石","","http://aims.fao.org/aos/agrovoc/c_ec319441","","",""
"c_ec347a3f","马器质性脑病","","http://aims.fao.org/aos/agrovoc/c_ec347a3f","","",""
"c_ec3e7588","Cicer rechingeri","","http://aims.fao.org/aos/agrovoc/c_ec3e7588","","",""
"c_ec3f0982","Leporidae","","http://aims.fao.org/aos/agrovoc/c_ec3f0982","","",""
"c_ec400335","Eranthis","","http://aims.fao.org/aos/agrovoc/c_ec400335","","",""
"c_ec49e7e3","铅210","","http://aims.fao.org/aos/agrovoc/c_ec49e7e3","","",""
"c_ec4deb8c","生物活性化合物","","http://aims.fao.org/aos/agrovoc/c_ec4deb8c","","",""
"c_ec4f6be3","数字创新","","http://aims.fao.org/aos/agrovoc/c_ec4f6be3","","",""
"c_ec5ccb14","独居石","","http://aims.fao.org/aos/agrovoc/c_ec5ccb14","","",""
"c_ec5df3f2","密度图","","http://aims.fao.org/aos/agrovoc/c_ec5df3f2","","",""
"c_ec5ed2e4","Erysiphe berberidis","","http://aims.fao.org/aos/agrovoc/c_ec5ed2e4","","",""
"c_ec618ee1","洗手","","http://aims.fao.org/aos/agrovoc/c_ec618ee1","","",""
"c_ec73db99","Lathyrus roseus","","http://aims.fao.org/aos/agrovoc/c_ec73db99","","",""
"c_ec800ea0","Isatis candolleana","","http://aims.fao.org/aos/agrovoc/c_ec800ea0","","",""
"c_ec85934a","拓扑单形","","http://aims.fao.org/aos/agrovoc/c_ec85934a","","",""
"c_ec9fc244","Allium szovitsii","","http://aims.fao.org/aos/agrovoc/c_ec9fc244","","",""
