code,label_fr,definition_fr,note,concept,all_alternative_fr
c_9000162,télécentre,,,http://aims.fao.org/aos/agrovoc/c_9000162,
c_9000164,réseaux d'observation terrestre,,,http://aims.fao.org/aos/agrovoc/c_9000164,
c_9000165,inertie thermique,,,http://aims.fao.org/aos/agrovoc/c_9000165,
c_9000168,matériels de formation,,,http://aims.fao.org/aos/agrovoc/c_9000168,
c_9000169,stratégies de formation,,,http://aims.fao.org/aos/agrovoc/c_9000169,
c_9000171,indice de végétation,,,http://aims.fao.org/aos/agrovoc/c_9000171,
c_9000177,handicapes ruraux,,,http://aims.fao.org/aos/agrovoc/c_9000177,
c_9000179,gestion de données,,,http://aims.fao.org/aos/agrovoc/c_9000179,
c_9000180,couvert forestier,,,http://aims.fao.org/aos/agrovoc/c_9000180,
c_9000181,productivité primaire nette,,,http://aims.fao.org/aos/agrovoc/c_9000181,
c_9000182,Observation satellitaire,,,http://aims.fao.org/aos/agrovoc/c_9000182,
c_9001000,aquaponie,,,http://aims.fao.org/aos/agrovoc/c_9001000,culture aquaponique
c_9001004,manipulation des aliments,,,http://aims.fao.org/aos/agrovoc/c_9001004,
c_9001009,cuisine,,,http://aims.fao.org/aos/agrovoc/c_9001009,
c_9001011,autorité municipale,,,http://aims.fao.org/aos/agrovoc/c_9001011,
c_9001015,zone périurbaine,,,http://aims.fao.org/aos/agrovoc/c_9001015,espace périurbain
c_9001017,ressource,,,http://aims.fao.org/aos/agrovoc/c_9001017,
c_9001019,taudis,,,http://aims.fao.org/aos/agrovoc/c_9001019,
c_9001020,partie intéressée,,,http://aims.fao.org/aos/agrovoc/c_9001020,partie prenante
c_9001021,marché de rue,,,http://aims.fao.org/aos/agrovoc/c_9001021,
c_9001022,vendeur de rue,,,http://aims.fao.org/aos/agrovoc/c_9001022,
c_9001024,agriculteur urbain,,,http://aims.fao.org/aos/agrovoc/c_9001024,
c_9001025,pêche urbaine,,,http://aims.fao.org/aos/agrovoc/c_9001025,
c_9001026,horticulture urbaine,,,http://aims.fao.org/aos/agrovoc/c_9001026,
c_9001030,agricultrice,,,http://aims.fao.org/aos/agrovoc/c_9001030,cultivatrice
c_9003,autoantigène,,,http://aims.fao.org/aos/agrovoc/c_9003,
c_9004,autobiographie,,,http://aims.fao.org/aos/agrovoc/c_9004,
c_9004d671,Calocoris,,,http://aims.fao.org/aos/agrovoc/c_9004d671,
c_9005,maladie auto-immune,,,http://aims.fao.org/aos/agrovoc/c_9005,
c_9006,Autoradiographie,,,http://aims.fao.org/aos/agrovoc/c_9006,
c_9007,autosome,,,http://aims.fao.org/aos/agrovoc/c_9007,
c_900a1f28,Cyclamen creticum,,,http://aims.fao.org/aos/agrovoc/c_900a1f28,
c_901,Bihar,,,http://aims.fao.org/aos/agrovoc/c_901,
c_9011,avenastérol,,,http://aims.fao.org/aos/agrovoc/c_9011,
c_9012,Aves,,,http://aims.fao.org/aos/agrovoc/c_9012,
c_9013,aviadenovirus,,,http://aims.fao.org/aos/agrovoc/c_9013,adenovirus aviaire
c_9014,virus encéphalomyélite aviaire,,,http://aims.fao.org/aos/agrovoc/c_9014,
c_9016,virus bronchite infectieuse aviaire,,,http://aims.fao.org/aos/agrovoc/c_9016,
c_9017,Influenzavirus aviaire,,,http://aims.fao.org/aos/agrovoc/c_9017,
c_9018,virus de la lti,,Laryngotracheite infectieuse aviaire,http://aims.fao.org/aos/agrovoc/c_9018,
c_901d6904,Pea seed-borne mosaic virus,,,http://aims.fao.org/aos/agrovoc/c_901d6904,
c_902,bile,,,http://aims.fao.org/aos/agrovoc/c_902,
c_9021,oiseau de volière,,,http://aims.fao.org/aos/agrovoc/c_9021,oiseau de cage
c_9021e8ed,équation universelle révisée des pertes de sol,,,http://aims.fao.org/aos/agrovoc/c_9021e8ed,
c_9022,avocat,,,http://aims.fao.org/aos/agrovoc/c_9022,
c_9023,arête,,,http://aims.fao.org/aos/agrovoc/c_9023,
c_9024771d,biens communaux,,,http://aims.fao.org/aos/agrovoc/c_9024771d,communaux
c_9024821c,ligne latérale,,,http://aims.fao.org/aos/agrovoc/c_9024821c,
c_9026,Azerbaïdjan,,Partie de l'URSS avant 1992; pour les documents traitant de cette région avant le changement de statut utiliser <748>,http://aims.fao.org/aos/agrovoc/c_9026,République d'Azerbaïdjan
c_9027,Azomonas,,,http://aims.fao.org/aos/agrovoc/c_9027,
c_903,acide biliaire,,,http://aims.fao.org/aos/agrovoc/c_903,
c_903458ea,couche de température maximale,,,http://aims.fao.org/aos/agrovoc/c_903458ea,
c_9038,baby beef,,,http://aims.fao.org/aos/agrovoc/c_9038,
c_903c4959,variation phénotypique,,,http://aims.fao.org/aos/agrovoc/c_903c4959,
c_904,canal biliaire,,,http://aims.fao.org/aos/agrovoc/c_904,
c_9040,Bacillus anthracis,,,http://aims.fao.org/aos/agrovoc/c_9040,
c_90404644,Thymus aznavourii,,,http://aims.fao.org/aos/agrovoc/c_90404644,
c_9042,bacitracine,,,http://aims.fao.org/aos/agrovoc/c_9042,
c_90426129,dispositif de collecte,,,http://aims.fao.org/aos/agrovoc/c_90426129,
c_9043,antigène bactérien,,,http://aims.fao.org/aos/agrovoc/c_9043,
c_90438029,Bellevalia modesta,,,http://aims.fao.org/aos/agrovoc/c_90438029,
c_90438c4e,analyse des parties prenantes,,,http://aims.fao.org/aos/agrovoc/c_90438c4e,analyse des parties intéressées
c_9044ce39,occupation,"Occupation, est le fait d'utiliser un bien ou d'y être installe, avec ou sans titre légal.",,http://aims.fao.org/aos/agrovoc/c_9044ce39,
c_9047,toxine bactérienne,,,http://aims.fao.org/aos/agrovoc/c_9047,
c_9048,bactéricide,,,http://aims.fao.org/aos/agrovoc/c_9048,antibactérien
c_9049,bactériologiste,,,http://aims.fao.org/aos/agrovoc/c_9049,
c_90493ed3,alimentation des oies,,,http://aims.fao.org/aos/agrovoc/c_90493ed3,
c_904a13a4,isotope du magnésium,,,http://aims.fao.org/aos/agrovoc/c_904a13a4,
c_905,sel biliaire,,,http://aims.fao.org/aos/agrovoc/c_905,
c_905173ef,Sideritis bilgerana,,,http://aims.fao.org/aos/agrovoc/c_905173ef,
c_9053,Baculoviridae,,,http://aims.fao.org/aos/agrovoc/c_9053,
c_905d99c9,gynandromorphes,,,http://aims.fao.org/aos/agrovoc/c_905d99c9,
c_905ff9b9,traitement de la pollution de l'eau,,,http://aims.fao.org/aos/agrovoc/c_905ff9b9,
c_906,bouc,,,http://aims.fao.org/aos/agrovoc/c_906,
c_9060,poudre levante,,,http://aims.fao.org/aos/agrovoc/c_9060,
c_9062,balance,,,http://aims.fao.org/aos/agrovoc/c_9062,Bascule
c_906ee04a,statique,,,http://aims.fao.org/aos/agrovoc/c_906ee04a,
c_907,cellule de stockage,,,http://aims.fao.org/aos/agrovoc/c_907,
c_9074,Tronçonneuse,,,http://aims.fao.org/aos/agrovoc/c_9074,
c_9076,effaroucheur acoustique,,,http://aims.fao.org/aos/agrovoc/c_9076,
c_9077,activité bancaire,,,http://aims.fao.org/aos/agrovoc/c_9077,système bancaire|opération bancaire|réserves bancaires
c_9078ea26,Salvia hypargeia,,,http://aims.fao.org/aos/agrovoc/c_9078ea26,
c_9081a121,larves d'invertébrés,,,http://aims.fao.org/aos/agrovoc/c_9081a121,
c_9083,écorçage,,,http://aims.fao.org/aos/agrovoc/c_9083,démasclage
c_90831e99,Inceptisol,,,http://aims.fao.org/aos/agrovoc/c_90831e99,
c_9086,barographe,,,http://aims.fao.org/aos/agrovoc/c_9086,
c_9088686a,bonnes pratiques agricoles,"Les bonnes pratiques agricoles (BPA) sont des pratiques qui permettent d'assurer que l'exploitation agricole soit durable au niveau environnemental, économique et social, et produise des produits alimentaires et non alimentaires sains et de bonne qualité. ",,http://aims.fao.org/aos/agrovoc/c_9088686a,
c_9089,barrière de corail,,,http://aims.fao.org/aos/agrovoc/c_9089,
c_909,voie biochimique du métabolisme,,,http://aims.fao.org/aos/agrovoc/c_909,
c_9090,bartonella,,,http://aims.fao.org/aos/agrovoc/c_9090,rochalimaea
c_9091,métabolisme basal,,,http://aims.fao.org/aos/agrovoc/c_9091,
c_9093,basilic,,,http://aims.fao.org/aos/agrovoc/c_9093,
c_9094,basophile,,,http://aims.fao.org/aos/agrovoc/c_9094,
c_909a9562,Alectoris graeca,,,http://aims.fao.org/aos/agrovoc/c_909a9562,
c_909cff15,marc de raisin,,,http://aims.fao.org/aos/agrovoc/c_909cff15,
c_909f18e4,métal trace,,,http://aims.fao.org/aos/agrovoc/c_909f18e4,
c_90a4bb24,Phyllactinia pyri-serotinae,,,http://aims.fao.org/aos/agrovoc/c_90a4bb24,
c_90ba8f5d,Barley yellow striate mosaic virus,,,http://aims.fao.org/aos/agrovoc/c_90ba8f5d,
c_90cda2f6,mercerisage,,,http://aims.fao.org/aos/agrovoc/c_90cda2f6,
c_90ce39c2,composé de titane,,,http://aims.fao.org/aos/agrovoc/c_90ce39c2,
c_90cf3530,analyse élémentaire,"En chimie, une analyse élémentaire est la détermination qualitative (simple liste) ou quantitative (formule brute) des éléments chimiques constituant un composé",,http://aims.fao.org/aos/agrovoc/c_90cf3530,
c_90d8f730,metsulfuron-méthyl,,,http://aims.fao.org/aos/agrovoc/c_90d8f730,
c_90db0703,sédiment récent,,,http://aims.fao.org/aos/agrovoc/c_90db0703,
c_90e2dd12,coronavirus du syndrome respiratoire aigu sévère,,,http://aims.fao.org/aos/agrovoc/c_90e2dd12,
c_91,acidose,,,http://aims.fao.org/aos/agrovoc/c_91,
c_910,biochimie,,,http://aims.fao.org/aos/agrovoc/c_910,chimie biologique
c_910803ac,Salvia euphratica,,,http://aims.fao.org/aos/agrovoc/c_910803ac,
c_910aa301,Crocus biflorus subsp. nubigena,,,http://aims.fao.org/aos/agrovoc/c_910aa301,
c_911a8f67,Lathyrus aphaca var. aphaca,,,http://aims.fao.org/aos/agrovoc/c_911a8f67,
c_912,biocénose,,Ensemble des êtres vivants que l'on rencontre sur un espace homogène et bien délimité appelé biotope,http://aims.fao.org/aos/agrovoc/c_912,communauté écologique
c_91205199,Phytoplasma pyri,,,http://aims.fao.org/aos/agrovoc/c_91205199,
c_912310e8,tempêtes de poussiere,,,http://aims.fao.org/aos/agrovoc/c_912310e8,
c_91232770,données océanographiques,,,http://aims.fao.org/aos/agrovoc/c_91232770,
c_9129b632,iodosulfuron-méthyle,,,http://aims.fao.org/aos/agrovoc/c_9129b632,
c_914,région biogéographique,,,http://aims.fao.org/aos/agrovoc/c_914,
c_9141832b,période interglaciaire,,,http://aims.fao.org/aos/agrovoc/c_9141832b,
c_9146b33c,zoé,,,http://aims.fao.org/aos/agrovoc/c_9146b33c,
c_915,biogéographie,,,http://aims.fao.org/aos/agrovoc/c_915,
c_91506842,pêche à la ligne à main,,,http://aims.fao.org/aos/agrovoc/c_91506842,
c_9157f5cd,Iris (Mantodea),,,http://aims.fao.org/aos/agrovoc/c_9157f5cd,
c_915c5423,flétrissement parasitaire du concombre,,,http://aims.fao.org/aos/agrovoc/c_915c5423,
c_916,biographie,,,http://aims.fao.org/aos/agrovoc/c_916,
c_917,compétition biologique,,,http://aims.fao.org/aos/agrovoc/c_917,
c_918,lutte biologique,,,http://aims.fao.org/aos/agrovoc/c_918,technique biologique de lutte
c_918b433c,Carpobrotus quadrifidus,,,http://aims.fao.org/aos/agrovoc/c_918b433c,
c_918b5c6c,Mycterothrips setiventris,,,http://aims.fao.org/aos/agrovoc/c_918b5c6c,
c_919,arthropode auxiliaire,,Utilisé en lutte biologique,http://aims.fao.org/aos/agrovoc/c_919,
c_9197,brosse à abeilles,,,http://aims.fao.org/aos/agrovoc/c_9197,
c_9198,voile d'apiculteur,,,http://aims.fao.org/aos/agrovoc/c_9198,
c_9199,martre des hêtres,,,http://aims.fao.org/aos/agrovoc/c_9199,
c_919e6853,structure sédimentaire,,,http://aims.fao.org/aos/agrovoc/c_919e6853,
c_91a338f4,navigation astronomique,,,http://aims.fao.org/aos/agrovoc/c_91a338f4,
c_91aa2d22,unité de stock,,,http://aims.fao.org/aos/agrovoc/c_91aa2d22,
c_91accb82,Biarum,,,http://aims.fao.org/aos/agrovoc/c_91accb82,
c_91c18d56,virus de la paralysie aiguë de l'abeille,,,http://aims.fao.org/aos/agrovoc/c_91c18d56,
c_91c42f29,Geranium sibiricum,,,http://aims.fao.org/aos/agrovoc/c_91c42f29,
c_91c9713a,production de pétrole,,,http://aims.fao.org/aos/agrovoc/c_91c9713a,
c_91cb2835,Allium tauricola,,,http://aims.fao.org/aos/agrovoc/c_91cb2835,
c_91ce77cd,poissons respirant l'air,,,http://aims.fao.org/aos/agrovoc/c_91ce77cd,
c_91cf9d66,White clover cryptic virus 1,,,http://aims.fao.org/aos/agrovoc/c_91cf9d66,
c_91cf9ea0,serre d'ombrage,,,http://aims.fao.org/aos/agrovoc/c_91cf9ea0,
c_91d48b3c,Geranium lanuginosum,,,http://aims.fao.org/aos/agrovoc/c_91d48b3c,
c_91dd4904,eau de rose,,,http://aims.fao.org/aos/agrovoc/c_91dd4904,
c_91dfcaac,Sideritis montana,,,http://aims.fao.org/aos/agrovoc/c_91dfcaac,
c_91e93ca2,transformée de Fourier,,,http://aims.fao.org/aos/agrovoc/c_91e93ca2,
c_91ec6cf7,dispersion d'huile,,,http://aims.fao.org/aos/agrovoc/c_91ec6cf7,
c_91fb812b,Vicia lutea,,,http://aims.fao.org/aos/agrovoc/c_91fb812b,
c_92,acide,,,http://aims.fao.org/aos/agrovoc/c_92,
c_920,agent de lutte biologique,"Auxiliaire, antagoniste, compétiteur, ou autre organisme, utilisé pour la lutte contre les organismes nuisibles.",,http://aims.fao.org/aos/agrovoc/c_920,auxiliaire de lutte biologique
c_9202,troupeau de boucherie,,,http://aims.fao.org/aos/agrovoc/c_9202,
c_920a9218,Smyrnium perfoliatum,,,http://aims.fao.org/aos/agrovoc/c_920a9218,
c_921,développement biologique,,,http://aims.fao.org/aos/agrovoc/c_921,ontogénèse
c_92274d34,Pyronemataceae,,,http://aims.fao.org/aos/agrovoc/c_92274d34,
c_923,rythme biologique,,,http://aims.fao.org/aos/agrovoc/c_923,cycle nycthéméral|nycthémère|rythme nycthéméral
c_9231,benzylpénicilline,,,http://aims.fao.org/aos/agrovoc/c_9231,
c_92316743,insecticide oxadiazine,,,http://aims.fao.org/aos/agrovoc/c_92316743,
c_9232,Berberis,,,http://aims.fao.org/aos/agrovoc/c_9232,
c_92324,unité administrative,,,http://aims.fao.org/aos/agrovoc/c_92324,
c_92325,bureau de terrain,,,http://aims.fao.org/aos/agrovoc/c_92325,
c_92326,programme d'aide,,,http://aims.fao.org/aos/agrovoc/c_92326,
c_92327,secours en cas de catastrophe,,,http://aims.fao.org/aos/agrovoc/c_92327,
c_9233,bergamote,,,http://aims.fao.org/aos/agrovoc/c_9233,
c_92331,viande de brousse,,,http://aims.fao.org/aos/agrovoc/c_92331,
c_92332,géomatique,"Discipline ayant pour objet la gestion des données à référence spatiale et qui fait appel aux sciences et aux technologies reliées à leur acquisition, leur stockage, leur traitement et leur diffusion.",,http://aims.fao.org/aos/agrovoc/c_92332,
c_92333,épaisseur de lard dorsal,,,http://aims.fao.org/aos/agrovoc/c_92333,
c_92334,virus de la frisolée du cotonnier,,,http://aims.fao.org/aos/agrovoc/c_92334,
c_92335,sciences aquatiques,,,http://aims.fao.org/aos/agrovoc/c_92335,
c_92336,composé biochimique,,,http://aims.fao.org/aos/agrovoc/c_92336,
c_92337,matériau,,,http://aims.fao.org/aos/agrovoc/c_92337,
c_92339,conflit armé,,,http://aims.fao.org/aos/agrovoc/c_92339,
c_92340,agent infectieux,,,http://aims.fao.org/aos/agrovoc/c_92340,
c_92341,ressource biologique,,,http://aims.fao.org/aos/agrovoc/c_92341,ressource vivante
c_92342,installation au large des côtes,,,http://aims.fao.org/aos/agrovoc/c_92342,
c_92343,récif,Récif: Élévation peu profonde formée de matériau solide et pouvant  représenter  un  danger  pour  la  navigation de surface.,,http://aims.fao.org/aos/agrovoc/c_92343,
c_92344,agent antimicrobien,,,http://aims.fao.org/aos/agrovoc/c_92344,
c_92345,structure artificielle,,,http://aims.fao.org/aos/agrovoc/c_92345,
c_92346,pêche à la palangre,,,http://aims.fao.org/aos/agrovoc/c_92346,
c_92348,Plantago media,,,http://aims.fao.org/aos/agrovoc/c_92348,
c_92349,Polygonum cognatum,,,http://aims.fao.org/aos/agrovoc/c_92349,
c_92350,économie de l'environnement,,,http://aims.fao.org/aos/agrovoc/c_92350,
c_92351,commerce électronique,,,http://aims.fao.org/aos/agrovoc/c_92351,e-commerce
c_92355,tsunami,,,http://aims.fao.org/aos/agrovoc/c_92355,raz de marée|vagues sismiques
c_92358,éruption volcanique,,,http://aims.fao.org/aos/agrovoc/c_92358,
c_92361,Eleutherococcus,,,http://aims.fao.org/aos/agrovoc/c_92361,Acanthopanax
c_92363,agriculture de précision,"Stratégie de gestion qui consiste à recueillir, traiter et analyser des données temporelles, spatiales et individualisées et à les associer à d’autres informations pour tenir compte de manière rigoureuse des variations observées dans les champs, faciliter la prise de décision en matière de gestion et permettre une action précise des machines pour améliorer l’efficience d’utilisation des ressources, la productivité, la qualité, la rentabilité et la durabilité de la production agricole.",,http://aims.fao.org/aos/agrovoc/c_92363,
c_92365,fabrication industrielle,,,http://aims.fao.org/aos/agrovoc/c_92365,
c_92367,traçabilité,"La traçabilité concerne l’information permettant le suivi d'un produit sur toute sa chaîne de production et de distribution, de la matière première jusqu’à l’achat par le consommateur. ",,http://aims.fao.org/aos/agrovoc/c_92367,
c_92369,traçabilité alimentaire,,,http://aims.fao.org/aos/agrovoc/c_92369,
c_9237,culture de baies,,,http://aims.fao.org/aos/agrovoc/c_9237,
c_92370,traçabilité du produit,,,http://aims.fao.org/aos/agrovoc/c_92370,
c_92371,lac Volta,,,http://aims.fao.org/aos/agrovoc/c_92371,
c_92372,fleuve Missouri,,,http://aims.fao.org/aos/agrovoc/c_92372,
c_92373,fleuve Mississippi,,,http://aims.fao.org/aos/agrovoc/c_92373,
c_92374,Orénoque,,,http://aims.fao.org/aos/agrovoc/c_92374,
c_92375,fleuve Okavango,,,http://aims.fao.org/aos/agrovoc/c_92375,
c_92376,reconstruction,,Activités de reconstruction et de réhabilitation entreprises à la suite de guerres ou de désastres de grande envergure (source: UNBIS),http://aims.fao.org/aos/agrovoc/c_92376,
c_92377,malondialdéhyde,,,http://aims.fao.org/aos/agrovoc/c_92377,
c_92379,dérivé réactif de l'oxygène,"Les dérivés réactifs de l'oxygène (DRO) sont des espèces chimiques oxygénées telles que des radicaux libres, des ions oxygénés et des peroxydes, rendus chimiquement très réactifs par la présence d'électrons de valence non appariés. ",,http://aims.fao.org/aos/agrovoc/c_92379,
c_92381,agroécologie,"L'agroécologie est la discipline scientifique qui applique les concepts et les principes écologiques à la gestion des interactions entre les plantes, les animaux, les humains et l'environnement pour renforcer la sécurité alimentaire et améliorer la nutrition.",,http://aims.fao.org/aos/agrovoc/c_92381,
c_92382,génomique,,,http://aims.fao.org/aos/agrovoc/c_92382,
c_923b331c,Paraleyrodes perseae,,,http://aims.fao.org/aos/agrovoc/c_923b331c,
c_924,biologiste,,,http://aims.fao.org/aos/agrovoc/c_924,
c_9242fa4c,Caucalis platycarpos,,,http://aims.fao.org/aos/agrovoc/c_9242fa4c,
c_924de306,réticulo-péritonite traumatique,,,http://aims.fao.org/aos/agrovoc/c_924de306,
c_924f2195,érosion aratoire,,,http://aims.fao.org/aos/agrovoc/c_924f2195,
c_925,biologie,,,http://aims.fao.org/aos/agrovoc/c_925,bioscience
c_92526b21,colle de poisson,,,http://aims.fao.org/aos/agrovoc/c_92526b21,
c_9257,oxydation biochimique,,,http://aims.fao.org/aos/agrovoc/c_9257,
c_9259,biochimiste,,,http://aims.fao.org/aos/agrovoc/c_9259,
c_925ae357,barre de sable,,,http://aims.fao.org/aos/agrovoc/c_925ae357,
c_926,biomasse,Masse totale de toute la matière organique ou masse combinée de tous les animaux et végétaux qui peuplent un endroit donné; habituellement exprimée en unité de poids sec par unité de surface.,Masse des organismes vivants présents en un lieu donné,http://aims.fao.org/aos/agrovoc/c_926,phytomasse
c_9260,bioclimatologie,,,http://aims.fao.org/aos/agrovoc/c_9260,
c_9261,biodégradation,,Décomposition sous l'action d'agents biologiques; pour la détérioration indésirable par un agent biologique utiliser <27464>,http://aims.fao.org/aos/agrovoc/c_9261,putréfaction (dégradation)|dégradation microbienne
c_9262,biogaz,,,http://aims.fao.org/aos/agrovoc/c_9262,
c_9264,activité biologique dans le sol,,,http://aims.fao.org/aos/agrovoc/c_9264,
c_92645be4,Allium affine,,,http://aims.fao.org/aos/agrovoc/c_92645be4,
c_9269,biométéorologie,,,http://aims.fao.org/aos/agrovoc/c_9269,
c_926c1e7b,traitement des données sismiques,,,http://aims.fao.org/aos/agrovoc/c_926c1e7b,
c_927,biométrie,,,http://aims.fao.org/aos/agrovoc/c_927,
c_9274,maladie des oiseaux,,,http://aims.fao.org/aos/agrovoc/c_9274,
c_9275,effaroucheur d'oiseaux,,,http://aims.fao.org/aos/agrovoc/c_9275,
c_9278728d,Salicornia europaea,,,http://aims.fao.org/aos/agrovoc/c_9278728d,
c_927b8f7b,économie du travail,,,http://aims.fao.org/aos/agrovoc/c_927b8f7b,
c_928,biosynthèse,,,http://aims.fao.org/aos/agrovoc/c_928,
c_9281,chienne,,,http://aims.fao.org/aos/agrovoc/c_9281,
c_9282,bithionol,,,http://aims.fao.org/aos/agrovoc/c_9282,
c_928e7845,Podosphaera tridactyla,,,http://aims.fao.org/aos/agrovoc/c_928e7845,
c_928edd32,diligence voulue,,,http://aims.fao.org/aos/agrovoc/c_928edd32,
c_929,biosystématique,,,http://aims.fao.org/aos/agrovoc/c_929,
c_9295244b,Ceutorhynchus pallidactylus,,,http://aims.fao.org/aos/agrovoc/c_9295244b,Ceutorhynchus quadridens
c_9295fcf0,Lamium album,,,http://aims.fao.org/aos/agrovoc/c_9295fcf0,
c_9296c799,constante solaire,,,http://aims.fao.org/aos/agrovoc/c_9296c799,
c_92a0d821,Echinacea angustifolia,,,http://aims.fao.org/aos/agrovoc/c_92a0d821,
c_92a58d79,mortalité du bétail,,,http://aims.fao.org/aos/agrovoc/c_92a58d79,
c_92a9af96,Geranium palmatipartitum,,,http://aims.fao.org/aos/agrovoc/c_92a9af96,
c_92b51561,carence en micronutriments,"Présence insuffisante des vitamines, minéraux et/ou oligoéléments qui sont indispensables en petites quantités au bon fonctionnement, à la croissance et au métabolisme d’un organisme vivant.",,http://aims.fao.org/aos/agrovoc/c_92b51561,
c_92c7b15c,profondeur de compensation,,,http://aims.fao.org/aos/agrovoc/c_92c7b15c,
c_92d1ce62,approche paysagère,,,http://aims.fao.org/aos/agrovoc/c_92d1ce62,
c_92d6ad33,zone euphotique,,,http://aims.fao.org/aos/agrovoc/c_92d6ad33,
c_92e23328,nombre de Richardson,,,http://aims.fao.org/aos/agrovoc/c_92e23328,
c_92e4fd40,sorgho sucre,,,http://aims.fao.org/aos/agrovoc/c_92e4fd40,sorgho sucrier
c_92eb6689,Salicornia dolichostachya,,,http://aims.fao.org/aos/agrovoc/c_92eb6689,
c_92fa245e,enregistrement sporadique,,,http://aims.fao.org/aos/agrovoc/c_92fa245e,droits enregistrés au cas par cas
c_93,acidulant,,,http://aims.fao.org/aos/agrovoc/c_93,acidifiant
c_930,biote,,Ensemble de tous les êtres vivants (faune et flore) d'un endroit donné,http://aims.fao.org/aos/agrovoc/c_930,
c_9306e3b9,Hypera nigrirostris,,,http://aims.fao.org/aos/agrovoc/c_9306e3b9,
c_930dbe6f,friture profonde,,,http://aims.fao.org/aos/agrovoc/c_930dbe6f,
c_931,biotine,,,http://aims.fao.org/aos/agrovoc/c_931,vitamine H
c_9310,Blastomycetes,,,http://aims.fao.org/aos/agrovoc/c_9310,
c_9312,maladie de la pyriculariose des plantes,,,http://aims.fao.org/aos/agrovoc/c_9312,pyriculariose des plantes
c_9315,blizzard,,,http://aims.fao.org/aos/agrovoc/c_9315,
c_9316,météorisation,,,http://aims.fao.org/aos/agrovoc/c_9316,
c_9319,antigène du groupe sanguin,,,http://aims.fao.org/aos/agrovoc/c_9319,
c_931da360,collatéral (bien foncier),"Collatéral, bien mis en gage, comme garantie de remboursement.",,http://aims.fao.org/aos/agrovoc/c_931da360,
c_932,biotope,,,http://aims.fao.org/aos/agrovoc/c_932,
c_9320,plasma sanguin,,,http://aims.fao.org/aos/agrovoc/c_9320,
c_932275ef,fumier de volaille,,,http://aims.fao.org/aos/agrovoc/c_932275ef,fiente de volaille
c_9323,sérum sanguin,,,http://aims.fao.org/aos/agrovoc/c_9323,
c_9323db66,Salicornia freitagii,,,http://aims.fao.org/aos/agrovoc/c_9323db66,
c_9324,sucre du sang,,,http://aims.fao.org/aos/agrovoc/c_9324,Glucose sanguin
c_932e7cc8,miel avec morceaux de rayons,,,http://aims.fao.org/aos/agrovoc/c_932e7cc8,
c_933,biphényle,,,http://aims.fao.org/aos/agrovoc/c_933,diphényl
c_9337,virus maladie bluecomb dindon,,,http://aims.fao.org/aos/agrovoc/c_9337,
c_933736a0,pêche expérimentale,,,http://aims.fao.org/aos/agrovoc/c_933736a0,
c_933a2097,profondeur du seuil,,,http://aims.fao.org/aos/agrovoc/c_933a2097,
c_934,lutte antiaviaire,,,http://aims.fao.org/aos/agrovoc/c_934,lutte antioiseau|lutte contre les oiseaux
c_93419726,Crocus biflorus subsp. leucostylosus,,,http://aims.fao.org/aos/agrovoc/c_93419726,
c_9342,virus bluetongue,,,http://aims.fao.org/aos/agrovoc/c_9342,
c_934309e2,Cercis siliquastrum,,,http://aims.fao.org/aos/agrovoc/c_934309e2,
c_9343396d,consolidation de la paix,,,http://aims.fao.org/aos/agrovoc/c_9343396d,
c_9347c0a3,Mayetiola avenae,,,http://aims.fao.org/aos/agrovoc/c_9347c0a3,
c_9349cfad,comportement de marquage,,,http://aims.fao.org/aos/agrovoc/c_9349cfad,
c_934c0772,laitue lombarde,,,http://aims.fao.org/aos/agrovoc/c_934c0772,laiitue romaine|salade romaine
c_935,oiseau,,,http://aims.fao.org/aos/agrovoc/c_935,
c_9357,Bombyx mori,,,http://aims.fao.org/aos/agrovoc/c_9357,
c_935ddc70,composé d'iode,,,http://aims.fao.org/aos/agrovoc/c_935ddc70,
c_936,taux de natalité,,,http://aims.fao.org/aos/agrovoc/c_936,
c_93608715,vitesse de l'onde de cisaillement,,,http://aims.fao.org/aos/agrovoc/c_93608715,
c_93678677,Acer cappadocicum,,,http://aims.fao.org/aos/agrovoc/c_93678677,
c_9369,Bos gaurus,,,http://aims.fao.org/aos/agrovoc/c_9369,Bibos gaurus
c_937,Archipel Bismarck,,,http://aims.fao.org/aos/agrovoc/c_937,
c_9370,Bos grunniens,,,http://aims.fao.org/aos/agrovoc/c_9370,Poephagus grunniens
c_9372,Bos taurus,,,http://aims.fao.org/aos/agrovoc/c_9372,
c_9376,Bovicola,,,http://aims.fao.org/aos/agrovoc/c_9376,
c_9378,mammite bovine,,,http://aims.fao.org/aos/agrovoc/c_9378,
c_937f8a30,protandry,,,http://aims.fao.org/aos/agrovoc/c_937f8a30,
c_938,bismuth,,,http://aims.fao.org/aos/agrovoc/c_938,Bi (symbole)
c_93826aeb,niosomes,,,http://aims.fao.org/aos/agrovoc/c_93826aeb,
c_938305ce,grippe équine,,,http://aims.fao.org/aos/agrovoc/c_938305ce,
c_9385,boîte d'emballage,,,http://aims.fao.org/aos/agrovoc/c_9385,
c_938c8bb0,Combretum imberbe,,,http://aims.fao.org/aos/agrovoc/c_938c8bb0,
c_938f168d,Lactuca sativa var. longifolia,,,http://aims.fao.org/aos/agrovoc/c_938f168d,
