code,label_es,definition_es,note,concept,all_alternative_es
c_8f5ace29,Material audiovisual,,,http://aims.fao.org/aos/agrovoc/c_8f5ace29,
c_8f5de615,San Martín (parte francesa),,,http://aims.fao.org/aos/agrovoc/c_8f5de615,
c_8f605b8a,Sistemas de riego con energía solar,,,http://aims.fao.org/aos/agrovoc/c_8f605b8a,
c_8f61e757,Detonadores,,,http://aims.fao.org/aos/agrovoc/c_8f61e757,
c_8f797d8b,Filtración de agua,,,http://aims.fao.org/aos/agrovoc/c_8f797d8b,
c_8f7f9a93,Microformas,,,http://aims.fao.org/aos/agrovoc/c_8f7f9a93,
c_8f7fb08c,Microdatos,"Información relativa a personas físicas, hogares o entidades de negocios, utilizada en estadísticas oficiales para la producción de información global (por lo general cuadros). ",,http://aims.fao.org/aos/agrovoc/c_8f7fb08c,
c_8f882b2c,Crocus antalyensis subsp. striatus,,,http://aims.fao.org/aos/agrovoc/c_8f882b2c,
c_8f953631,Fresadora,,,http://aims.fao.org/aos/agrovoc/c_8f953631,
c_8f998050,Desembocadura,,,http://aims.fao.org/aos/agrovoc/c_8f998050,
c_8f9f586e,alfaS2-caseína,,,http://aims.fao.org/aos/agrovoc/c_8f9f586e,
c_8fa51482,Clover yellow mosaic virus,,,http://aims.fao.org/aos/agrovoc/c_8fa51482,
c_8fa6951b,Ambrosia tenuifolia,,,http://aims.fao.org/aos/agrovoc/c_8fa6951b,
c_8fb5efd2,Corteza continental,,,http://aims.fao.org/aos/agrovoc/c_8fb5efd2,
c_8fb9f7a1,Insecticidas formamidinas,,,http://aims.fao.org/aos/agrovoc/c_8fb9f7a1,
c_8fbaa98c,Cinética de radionucleidos,,,http://aims.fao.org/aos/agrovoc/c_8fbaa98c,
c_8fbc05c3,Medios sociales,,,http://aims.fao.org/aos/agrovoc/c_8fbc05c3,
c_8fc04948,Manejo integrado de la fertilidad del suelo,,,http://aims.fao.org/aos/agrovoc/c_8fc04948,
c_8fc1df3b,Reglamentos de uso del agua,,,http://aims.fao.org/aos/agrovoc/c_8fc1df3b,
c_8fc366d4,Variaciones temporales,,,http://aims.fao.org/aos/agrovoc/c_8fc366d4,
c_8fc62ffa,Tomicus destruens,,,http://aims.fao.org/aos/agrovoc/c_8fc62ffa,
c_8fcc95a3,Narcissus obsoletus,,,http://aims.fao.org/aos/agrovoc/c_8fcc95a3,
c_8fd09985,Estructuras geológicas,,,http://aims.fao.org/aos/agrovoc/c_8fd09985,
c_8fd55362,Anoxia orientalis,,,http://aims.fao.org/aos/agrovoc/c_8fd55362,
c_8fd5d2a9,Alternaria mali,,,http://aims.fao.org/aos/agrovoc/c_8fd5d2a9,
c_8fe5d9e8,Modelización del nicho ecológico,,,http://aims.fao.org/aos/agrovoc/c_8fe5d9e8,
c_8ff350f0,Dispersión de contaminantes,,,http://aims.fao.org/aos/agrovoc/c_8ff350f0,
c_8ffa0f0e,Fumaria kralikii,,,http://aims.fao.org/aos/agrovoc/c_8ffa0f0e,
c_8ffc8bfa,Allium callidictyon,,,http://aims.fao.org/aos/agrovoc/c_8ffc8bfa,
c_9,Abdomen,,,http://aims.fao.org/aos/agrovoc/c_9,
c_90,Acidificación,,"Proceso deseado o no, natural o inducido",http://aims.fao.org/aos/agrovoc/c_90,
c_900,Bignoniaceae,,,http://aims.fao.org/aos/agrovoc/c_900,Bignoniaceas
c_9000,Virus de aujeszky,,,http://aims.fao.org/aos/agrovoc/c_9000,Virus seudorrabia
c_9000002,Fecundidad de las adolescentes,,,http://aims.fao.org/aos/agrovoc/c_9000002,
c_9000009,Radiómetro avanzado de muy alta resolución,,,http://aims.fao.org/aos/agrovoc/c_9000009,
c_9000010,Educación básica,,,http://aims.fao.org/aos/agrovoc/c_9000010,
c_9000011,Normas de bioseguridad,,,http://aims.fao.org/aos/agrovoc/c_9000011,
c_9000014,Substitución de carbón,,,http://aims.fao.org/aos/agrovoc/c_9000014,
c_9000015,Chieftancies,,,http://aims.fao.org/aos/agrovoc/c_9000015,
c_9000017,Sistema de clasificación,,,http://aims.fao.org/aos/agrovoc/c_9000017,
c_9000018,Extensión orientada al cliente,,,http://aims.fao.org/aos/agrovoc/c_9000018,
c_9000020,Organizaciones de la sociedad civil,,,http://aims.fao.org/aos/agrovoc/c_9000020,
c_9000021,Area costera,,,http://aims.fao.org/aos/agrovoc/c_9000021,
c_9000022,Propiedad común,"Dos o más personas en régimen de propiedad compartida, por ejemplo, alquiler asociado.",,http://aims.fao.org/aos/agrovoc/c_9000022,
c_9000023,Finanzas cooperativas,,,http://aims.fao.org/aos/agrovoc/c_9000023,
c_9000024,Modelización de los cultivos,,,http://aims.fao.org/aos/agrovoc/c_9000024,
c_9000026,Factores culturales,,,http://aims.fao.org/aos/agrovoc/c_9000026,
c_9000029,Transición demográfica,,,http://aims.fao.org/aos/agrovoc/c_9000029,
c_9000030,Razón de dependencia,,,http://aims.fao.org/aos/agrovoc/c_9000030,
c_9000032,Devolución,,,http://aims.fao.org/aos/agrovoc/c_9000032,
c_9000033,Procesamiento digital de imágenes,,,http://aims.fao.org/aos/agrovoc/c_9000033,
c_9000036,Ordenación de tierras secas,,,http://aims.fao.org/aos/agrovoc/c_9000036,
c_9000038,Sistema de alerta y de información sobre alimentación (SAIA),,,http://aims.fao.org/aos/agrovoc/c_9000038,
c_9000039,Satélites de observación terrestre,,,http://aims.fao.org/aos/agrovoc/c_9000039,
c_9000040,Educación para Todos,,,http://aims.fao.org/aos/agrovoc/c_9000040,
c_9000043,Tecnologías educativas,,,http://aims.fao.org/aos/agrovoc/c_9000043,
c_9000046,Energía para la agricultura,,,http://aims.fao.org/aos/agrovoc/c_9000046,
c_9000047,Demanda energética,Representa la utilización directa e indirecta de la energía industrial requerida en todo un proceso de producción.,,http://aims.fao.org/aos/agrovoc/c_9000047,
c_9000050,Contabilidad ambiental,,,http://aims.fao.org/aos/agrovoc/c_9000050,
c_9000052,Convenciones sobre el medio ambiente,,,http://aims.fao.org/aos/agrovoc/c_9000052,
c_9000053,Extensión para temas ambientales,,,http://aims.fao.org/aos/agrovoc/c_9000053,
c_9000054,Tecnología de información del medio ambiente,,,http://aims.fao.org/aos/agrovoc/c_9000054,
c_9000055,Aprender haciendo,,,http://aims.fao.org/aos/agrovoc/c_9000055,
c_9000056,Modelización del medio ambiente,,,http://aims.fao.org/aos/agrovoc/c_9000056,
c_9000058,Enfoques de extensión,,,http://aims.fao.org/aos/agrovoc/c_9000058,Estrategías de extensión
c_9000059,Centros de extensión,,,http://aims.fao.org/aos/agrovoc/c_9000059,
c_9000060,Financiación de la extensión,,,http://aims.fao.org/aos/agrovoc/c_9000060,
c_9000061,Materiales de extensión,,,http://aims.fao.org/aos/agrovoc/c_9000061,
c_9000063,Relaciones entre extensión-investigación,,,http://aims.fao.org/aos/agrovoc/c_9000063,
c_9000066,Análisis de género,,,http://aims.fao.org/aos/agrovoc/c_9000066,
c_9000067,Integración de la perspectiva de género,,,http://aims.fao.org/aos/agrovoc/c_9000067,
c_9000068,Capacitatión en temas de género,,,http://aims.fao.org/aos/agrovoc/c_9000068,
c_9000069,Satélite geoestacionario,,,http://aims.fao.org/aos/agrovoc/c_9000069,
c_9000070,Educación para niñas,,,http://aims.fao.org/aos/agrovoc/c_9000070,
c_9000071,Sistema global de observación,,,http://aims.fao.org/aos/agrovoc/c_9000071,
c_9000073,Evaluación de aguas subterráneas,"Evaluación de los recursos de agua subterránea produce conocimientos necesarios para su control y gobernanza informada. La evaluación significa más que sólo caracterización hidrogeológica: incluye todos los otros aspectos (por ejemplo sociales, económicos, ambientales) que son necesarios para la comprensión de los recursos y su estado, de acuerdo al propósito de la evaluación.",,http://aims.fao.org/aos/agrovoc/c_9000073,
c_9000074,Enfoques de grupo,,,http://aims.fao.org/aos/agrovoc/c_9000074,
c_9000075,Ahorros de grupo,,,http://aims.fao.org/aos/agrovoc/c_9000075,
c_9000076,Comunicación sobre salud,,,http://aims.fao.org/aos/agrovoc/c_9000076,
c_9000078,Seguridad alimentaria en el hogar,,,http://aims.fao.org/aos/agrovoc/c_9000078,
c_9000080,Generación de ingresos,,,http://aims.fao.org/aos/agrovoc/c_9000080,
c_9000081,Sistemas tradicionales de tenencia,,,http://aims.fao.org/aos/agrovoc/c_9000081,
c_9000082,Propiedad individual de la tierra,,,http://aims.fao.org/aos/agrovoc/c_9000082,
c_9000083,Tecnologías para la información y la comunicación,,,http://aims.fao.org/aos/agrovoc/c_9000083,TIC
c_9000084,Infraestructura de la información,,,http://aims.fao.org/aos/agrovoc/c_9000084,
c_9000085,Desarrollo institucional,,,http://aims.fao.org/aos/agrovoc/c_9000085,
c_9000086,Reforma institucional,,,http://aims.fao.org/aos/agrovoc/c_9000086,
c_9000087,Desarrollo integral,,,http://aims.fao.org/aos/agrovoc/c_9000087,
c_9000088,Gestión integrada,,,http://aims.fao.org/aos/agrovoc/c_9000088,
c_9000089,Sistemas de conocimiento e información,,,http://aims.fao.org/aos/agrovoc/c_9000089,
c_9000090,Acceso a la tierra,,,http://aims.fao.org/aos/agrovoc/c_9000090,
c_9000091,Administración de tierras,"Proceso de determinación, registro y difusión de información sobre la relación entre las personas y la tierra.","En muchos países la información de administración del territorio se determina, registra y difunde bajo el paraguas del catastro o del registro de la propiedad. Ambas instituciones se pueden unificar en una única organización (oficial).",http://aims.fao.org/aos/agrovoc/c_9000091,
c_9000093,Alteración de la cubierta vegetal,,,http://aims.fao.org/aos/agrovoc/c_9000093,Cambios en la cubierte terrestre
c_9000094,Cartografía de la cubierta vegetal,,,http://aims.fao.org/aos/agrovoc/c_9000094,mapa de cobertura de la tierra
c_9000096,Sistemas de información de tierras,,,http://aims.fao.org/aos/agrovoc/c_9000096,Sistemas de información territorial
c_9000098,Registro de tierras,"Registro oficial de los intereses legalmente reconocidos en la tierra y, usualmente, parte de un sistema catastral. Desde el punto de vista jurídico, se puede distinguir 
entre el registro de escrituras, en el que los documentos presentados en el registro son la prueba del título, y el registro de títulos, en el que el propio registro sirve como prueba principal. ",,http://aims.fao.org/aos/agrovoc/c_9000098,
c_9000100,Cartografía del uso de la tierra,,,http://aims.fao.org/aos/agrovoc/c_9000100,
c_9000104,Desarrollo de líderes,,,http://aims.fao.org/aos/agrovoc/c_9000104,
c_9000105,Análisis del ciclo de duración,,,http://aims.fao.org/aos/agrovoc/c_9000105,
c_9000106,Preparación para la vida,,,http://aims.fao.org/aos/agrovoc/c_9000106,
c_9000107,Comunidades locales,,,http://aims.fao.org/aos/agrovoc/c_9000107,
c_9000108,Participación de los hombres,,,http://aims.fao.org/aos/agrovoc/c_9000108,
c_9000110,Producción de medios,,,http://aims.fao.org/aos/agrovoc/c_9000110,
c_9000115,Ordenación de recursos naturales,,,http://aims.fao.org/aos/agrovoc/c_9000115,
c_9000117,Observaciones de los océanos,,,http://aims.fao.org/aos/agrovoc/c_9000117,
c_9000118,Juventud que no asiste a la escuela,,,http://aims.fao.org/aos/agrovoc/c_9000118,
c_9000119,Enfoques participativos,,,http://aims.fao.org/aos/agrovoc/c_9000119,
c_9000120,Comunicación participativa,,,http://aims.fao.org/aos/agrovoc/c_9000120,
c_9000123,Sistemas fotovoltáicos,,,http://aims.fao.org/aos/agrovoc/c_9000123,
c_9000124,Satélites de órbita polar,,,http://aims.fao.org/aos/agrovoc/c_9000124,
c_9000126,Educación en población,,,http://aims.fao.org/aos/agrovoc/c_9000126,
c_9000127,Programa de población,,,http://aims.fao.org/aos/agrovoc/c_9000127,
c_9000128,Educación privada,,,http://aims.fao.org/aos/agrovoc/c_9000128,
c_9000130,Educación pública,,,http://aims.fao.org/aos/agrovoc/c_9000130,
c_9000132,Satélites radar,,,http://aims.fao.org/aos/agrovoc/c_9000132,
c_9000135,Derechos reproductivos,,,http://aims.fao.org/aos/agrovoc/c_9000135,
c_9000140,Estrategías de desarrollo rural,,,http://aims.fao.org/aos/agrovoc/c_9000140,
c_9000142,Finanzas rurales,,,http://aims.fao.org/aos/agrovoc/c_9000142,
c_9000143,Radio rural,,,http://aims.fao.org/aos/agrovoc/c_9000143,
c_9000146,Huertas escolares,,,http://aims.fao.org/aos/agrovoc/c_9000146,
c_9000147,Grupos de autoayuda,,,http://aims.fao.org/aos/agrovoc/c_9000147,
c_9000148,Datos desglosados,,,http://aims.fao.org/aos/agrovoc/c_9000148,
c_9000150,Capacitación para desarrollar,,,http://aims.fao.org/aos/agrovoc/c_9000150,
c_9000151,Desarrollo de la pequeña empresa,,,http://aims.fao.org/aos/agrovoc/c_9000151,
c_9000152,Desarrollo de programas informáticos,,,http://aims.fao.org/aos/agrovoc/c_9000152,
c_9000154,Bases de datos espaciales,,,http://aims.fao.org/aos/agrovoc/c_9000154,
c_9000157,Medios de vida sostenibles,"Un medio de vida es sostenible cuando es capaz de mantener o mejorar el nivel de vida actual sin socavar la base de recursos naturales. Para que esto suceda, debe ser capaz de superar y recuperarse de tensiones y crisis (por ejemplo, desastres económicos o trastornos económicos).",,http://aims.fao.org/aos/agrovoc/c_9000157,
c_9000162,Telecentro,,,http://aims.fao.org/aos/agrovoc/c_9000162,
c_9000164,Sistema de observación terrestre,,,http://aims.fao.org/aos/agrovoc/c_9000164,
c_9000165,Inercia térmica,,,http://aims.fao.org/aos/agrovoc/c_9000165,
c_9000168,Materiales de capacitación,,,http://aims.fao.org/aos/agrovoc/c_9000168,
c_9000169,Estrategías de capacitación,,,http://aims.fao.org/aos/agrovoc/c_9000169,
c_9000171,Indice de vegetación,,,http://aims.fao.org/aos/agrovoc/c_9000171,
c_9000177,Personas con discapacidad rurales,,,http://aims.fao.org/aos/agrovoc/c_9000177,
c_9000179,Gestión de datos,,,http://aims.fao.org/aos/agrovoc/c_9000179,
c_9000180,Cubierta de bosque,,,http://aims.fao.org/aos/agrovoc/c_9000180,
c_9000181,Productividad primaria neta,,,http://aims.fao.org/aos/agrovoc/c_9000181,
c_9000182,Observación por satélite,,,http://aims.fao.org/aos/agrovoc/c_9000182,
c_9001000,Acuaponia,,,http://aims.fao.org/aos/agrovoc/c_9001000,
c_9001004,Manipulación de los alimentos,,,http://aims.fao.org/aos/agrovoc/c_9001004,
c_9001009,Cocinas,,,http://aims.fao.org/aos/agrovoc/c_9001009,
c_9001011,Autoridades municipales,,,http://aims.fao.org/aos/agrovoc/c_9001011,
c_9001015,Áreas periurbanas,,,http://aims.fao.org/aos/agrovoc/c_9001015,
c_9001017,Recursos,,,http://aims.fao.org/aos/agrovoc/c_9001017,
c_9001019,Suburbio,,,http://aims.fao.org/aos/agrovoc/c_9001019,Tugurios|Barrio pobre
c_9001020,Partes interesadas,,,http://aims.fao.org/aos/agrovoc/c_9001020,Agentes interesados
c_9001022,Vendedores en la vía pública,,,http://aims.fao.org/aos/agrovoc/c_9001022,
c_9001024,Agricultores urbanos,,,http://aims.fao.org/aos/agrovoc/c_9001024,
c_9001025,Pesca urbana,,,http://aims.fao.org/aos/agrovoc/c_9001025,
c_9001026,Horticultura urbana,,,http://aims.fao.org/aos/agrovoc/c_9001026,
c_9001030,Agricultoras,,,http://aims.fao.org/aos/agrovoc/c_9001030,
c_9003,Auto antígenos,,,http://aims.fao.org/aos/agrovoc/c_9003,
c_9004,Autobiografía,,,http://aims.fao.org/aos/agrovoc/c_9004,
c_9004d671,Calocoris,,,http://aims.fao.org/aos/agrovoc/c_9004d671,
c_9005,Enfermedades auto inmunológicas,,,http://aims.fao.org/aos/agrovoc/c_9005,
c_9006,Autor radiografía,,,http://aims.fao.org/aos/agrovoc/c_9006,
c_9007,Autosomas,,,http://aims.fao.org/aos/agrovoc/c_9007,
c_900a1f28,Cyclamen creticum,,,http://aims.fao.org/aos/agrovoc/c_900a1f28,
c_901,Bihar,,,http://aims.fao.org/aos/agrovoc/c_901,
c_9011,Avenasterol,,,http://aims.fao.org/aos/agrovoc/c_9011,
c_9012,Aves,,,http://aims.fao.org/aos/agrovoc/c_9012,
c_9013,Aviadenovirus,,,http://aims.fao.org/aos/agrovoc/c_9013,Adenovirus aviar
c_9014,Virus encéfalo mielitis aviar,,,http://aims.fao.org/aos/agrovoc/c_9014,
c_9016,Virus bronquitis infecciosa aviar,,,http://aims.fao.org/aos/agrovoc/c_9016,
c_9017,Virus de la influenza aviar,,,http://aims.fao.org/aos/agrovoc/c_9017,Influenzavirus aviar
c_9018,Virus de la laringotraqueitis aviar,,,http://aims.fao.org/aos/agrovoc/c_9018,
c_901d6904,Pea seed-borne mosaic virus,,,http://aims.fao.org/aos/agrovoc/c_901d6904,
c_902,Bilis,,,http://aims.fao.org/aos/agrovoc/c_902,
c_9021,Aves de pajarería,,,http://aims.fao.org/aos/agrovoc/c_9021,Pájaros de jaula
c_9021e8ed,Ecuación Universal de Pérdida de Suelo Revisada,,,http://aims.fao.org/aos/agrovoc/c_9021e8ed,
c_9022,Aguacate,,,http://aims.fao.org/aos/agrovoc/c_9022,Ahuacate|Palta
c_9023,Aristas,,,http://aims.fao.org/aos/agrovoc/c_9023,
c_9024771d,Propiedad comunal,,,http://aims.fao.org/aos/agrovoc/c_9024771d,
c_9024821c,Linea lateral,Es un órgano sensorial que le sirve a los peces para detectar el movimiento y las vibraciones del agua circundante. Normalmente es visible por los flancos del pez. Consiste en un sistema de poros y tubos con células nerviosas situadas en su interior.,,http://aims.fao.org/aos/agrovoc/c_9024821c,Sistema de línea lateral
c_9026,Azerbaiyán,,Parte de la URSS antes de 1992; para los documentos que tratan de esta región antes del cambio de estatuto use <748>,http://aims.fao.org/aos/agrovoc/c_9026,República de Azerbaiyán
c_9027,Azomonas,,,http://aims.fao.org/aos/agrovoc/c_9027,
c_903,Ácidos biliares,,,http://aims.fao.org/aos/agrovoc/c_903,
c_903c4959,Variación fenotípica,,,http://aims.fao.org/aos/agrovoc/c_903c4959,
c_904,Conducto biliar,,,http://aims.fao.org/aos/agrovoc/c_904,
c_9040,Bacillus anthracis,,,http://aims.fao.org/aos/agrovoc/c_9040,
c_90404644,Thymus aznavourii,,,http://aims.fao.org/aos/agrovoc/c_90404644,
c_9042,Bacitracina,,,http://aims.fao.org/aos/agrovoc/c_9042,
c_90426129,Dispositivos de recogida,,,http://aims.fao.org/aos/agrovoc/c_90426129,
c_9043,Antigenos bacterianos,,,http://aims.fao.org/aos/agrovoc/c_9043,
c_90438029,Bellevalia modesta,,,http://aims.fao.org/aos/agrovoc/c_90438029,
c_90438c4e,Análisis de las partes interesadas,,,http://aims.fao.org/aos/agrovoc/c_90438c4e,
c_9044ce39,Ocupación,,,http://aims.fao.org/aos/agrovoc/c_9044ce39,invasión
c_9047,Toxinas bacterianas,,,http://aims.fao.org/aos/agrovoc/c_9047,
c_9048,Bactericidas,,,http://aims.fao.org/aos/agrovoc/c_9048,Antibacterianos
c_9049,Bacteriólogos,,,http://aims.fao.org/aos/agrovoc/c_9049,
c_90493ed3,Alimentación de gansos,,,http://aims.fao.org/aos/agrovoc/c_90493ed3,
c_904a13a4,Isótopos de magnesio,,,http://aims.fao.org/aos/agrovoc/c_904a13a4,
c_905,Sales biliares,,,http://aims.fao.org/aos/agrovoc/c_905,
c_905173ef,Sideritis bilgerana,,,http://aims.fao.org/aos/agrovoc/c_905173ef,
c_9053,Baculoviridae,,,http://aims.fao.org/aos/agrovoc/c_9053,
c_905d99c9,ginandromorfos,,,http://aims.fao.org/aos/agrovoc/c_905d99c9,
c_905ff9b9,Tratamiento de la contaminación del agua,,,http://aims.fao.org/aos/agrovoc/c_905ff9b9,
c_906,Macho cabrío,,,http://aims.fao.org/aos/agrovoc/c_906,Cabrio (macho)
c_9060,Polvos de hornear,,,http://aims.fao.org/aos/agrovoc/c_9060,
c_9062,Balanza,,,http://aims.fao.org/aos/agrovoc/c_9062,Básculas
c_906ee04a,Estática,,,http://aims.fao.org/aos/agrovoc/c_906ee04a,
c_907,Cubos de almacenamiento,,,http://aims.fao.org/aos/agrovoc/c_907,
c_9074,Seguetas,,,http://aims.fao.org/aos/agrovoc/c_9074,
c_9076,Espantapájaros acústicos,,,http://aims.fao.org/aos/agrovoc/c_9076,
c_9077,Actividad bancaria,,,http://aims.fao.org/aos/agrovoc/c_9077,Sistemas bancarios|Operaciones bancarias|Reservas bancarias
c_9078ea26,Salvia hypargeia,,,http://aims.fao.org/aos/agrovoc/c_9078ea26,
c_9081a121,Larvas de invertebrados,,,http://aims.fao.org/aos/agrovoc/c_9081a121,
c_9083,Descortezado,,,http://aims.fao.org/aos/agrovoc/c_9083,Desbornizamiento
c_90831e99,Inceptisoles,,,http://aims.fao.org/aos/agrovoc/c_90831e99,
c_9086,Barógrafos,,,http://aims.fao.org/aos/agrovoc/c_9086,
c_9088686a,Buenas prácticas agrícolas,"Buenas prácticas agrícolas: Son prácticas que permiten asegurar que la explotación agrícola sea sostenible desde el punto de vista ambiental, económico y social, y se obtengan productos alimentarios y no alimentarios sanos y de buena calidad.",,http://aims.fao.org/aos/agrovoc/c_9088686a,
c_909,Vía bioquímica del metabolismo,,,http://aims.fao.org/aos/agrovoc/c_909,Vía glicolitica del metabolismo
c_9090,Bartonella,,,http://aims.fao.org/aos/agrovoc/c_9090,Rochalimaea
c_9091,Metabolismo basal,,,http://aims.fao.org/aos/agrovoc/c_9091,
c_9093,Albahaca,,,http://aims.fao.org/aos/agrovoc/c_9093,
c_9094,Basófilos,,,http://aims.fao.org/aos/agrovoc/c_9094,
c_909a9562,Alectoris graeca,,,http://aims.fao.org/aos/agrovoc/c_909a9562,
c_909cff15,Orujo de uva,,,http://aims.fao.org/aos/agrovoc/c_909cff15,
c_909f18e4,Trazas metálicas,,,http://aims.fao.org/aos/agrovoc/c_909f18e4,
c_90a4bb24,Phyllactinia pyri-serotinae,,,http://aims.fao.org/aos/agrovoc/c_90a4bb24,
c_90ba8f5d,Barley yellow striate mosaic virus,,,http://aims.fao.org/aos/agrovoc/c_90ba8f5d,
c_90cda2f6,Mercerización,,,http://aims.fao.org/aos/agrovoc/c_90cda2f6,
c_90cf3530,Análisis elemental,"El análisis elemental es un proceso donde una muestra de algún material (por ejemplo, suelo, basura o agua potable, fluidos biológicos...) es analizada por un compuesto elemental y en algunas ocasiones isotópico.",,http://aims.fao.org/aos/agrovoc/c_90cf3530,
c_90db0703,Sedimentos recientes,,,http://aims.fao.org/aos/agrovoc/c_90db0703,
c_90e2dd12,Coronavirus del síndrome respiratorio agudo grave,,,http://aims.fao.org/aos/agrovoc/c_90e2dd12,
c_91,Acidosis,,,http://aims.fao.org/aos/agrovoc/c_91,Oxidosis
c_910,Bioquímica,,,http://aims.fao.org/aos/agrovoc/c_910,Química biológica|Bioquímica vegetal
c_910803ac,Salvia euphratica,,,http://aims.fao.org/aos/agrovoc/c_910803ac,
c_910aa301,Crocus biflorus subsp. nubigena,,,http://aims.fao.org/aos/agrovoc/c_910aa301,
c_911a8f67,Lathyrus aphaca var. aphaca,,,http://aims.fao.org/aos/agrovoc/c_911a8f67,
c_912,Biocenosis,,Conjunto de todos los seres vivos que viven en un area determinada,http://aims.fao.org/aos/agrovoc/c_912,Comunidades biológicas|Comunidades ecológicas
c_91205199,Phytoplasma pyri,,,http://aims.fao.org/aos/agrovoc/c_91205199,
c_912310e8,Tormentas de polvo,,,http://aims.fao.org/aos/agrovoc/c_912310e8,
c_912471c3,Ancones,,,http://aims.fao.org/aos/agrovoc/c_912471c3,
c_9129b632,Yodosulfuron-metilo,,,http://aims.fao.org/aos/agrovoc/c_9129b632,
c_914,Regiones bio-geográficas,,,http://aims.fao.org/aos/agrovoc/c_914,
c_9146b33c,Zoea,,,http://aims.fao.org/aos/agrovoc/c_9146b33c,
c_915,Biogeografía,,,http://aims.fao.org/aos/agrovoc/c_915,
c_91506842,Pesca con línea de mano,,,http://aims.fao.org/aos/agrovoc/c_91506842,
c_9157f5cd,Iris (Mantodea),,,http://aims.fao.org/aos/agrovoc/c_9157f5cd,
c_915c5423,fusariosis del pepino,,,http://aims.fao.org/aos/agrovoc/c_915c5423,
c_916,Biografías,,,http://aims.fao.org/aos/agrovoc/c_916,
c_917,Competencia biológica,,,http://aims.fao.org/aos/agrovoc/c_917,
c_918,Control biológico,,,http://aims.fao.org/aos/agrovoc/c_918,Biocontrol
c_918b433c,Carpobrotus quadrifidus,,,http://aims.fao.org/aos/agrovoc/c_918b433c,
c_918b5c6c,Mycterothrips setiventris,,,http://aims.fao.org/aos/agrovoc/c_918b5c6c,
c_919,Artrópodos para control biológico,,,http://aims.fao.org/aos/agrovoc/c_919,
c_9197,Cepillos de abejas,,,http://aims.fao.org/aos/agrovoc/c_9197,
c_9199,Marta fuina,,,http://aims.fao.org/aos/agrovoc/c_9199,
c_919e6853,Estructuras sedimentarias,,,http://aims.fao.org/aos/agrovoc/c_919e6853,
c_91a338f4,Navegación astronómica,,,http://aims.fao.org/aos/agrovoc/c_91a338f4,
c_91aa2d22,Unidad de población,,,http://aims.fao.org/aos/agrovoc/c_91aa2d22,
c_91accb82,Biarum,,,http://aims.fao.org/aos/agrovoc/c_91accb82,
c_91c18d56,Virus de parálisis aguda de la abeja,,,http://aims.fao.org/aos/agrovoc/c_91c18d56,
c_91c42f29,Geranium sibiricum,,,http://aims.fao.org/aos/agrovoc/c_91c42f29,
c_91c9713a,Producción de petróleo,,,http://aims.fao.org/aos/agrovoc/c_91c9713a,
c_91cb2835,Allium tauricola,,,http://aims.fao.org/aos/agrovoc/c_91cb2835,
c_91cf9d66,White clover cryptic virus 1,,,http://aims.fao.org/aos/agrovoc/c_91cf9d66,
c_91cf9ea0,Casas de sombra,,,http://aims.fao.org/aos/agrovoc/c_91cf9ea0,
c_91d48b3c,Geranium lanuginosum,,,http://aims.fao.org/aos/agrovoc/c_91d48b3c,
c_91dd4904,Agua de rosas,,,http://aims.fao.org/aos/agrovoc/c_91dd4904,
c_91dfcaac,Sideritis montana,,,http://aims.fao.org/aos/agrovoc/c_91dfcaac,
c_91e93ca2,Transformada de Fourier,,,http://aims.fao.org/aos/agrovoc/c_91e93ca2,
c_91fb812b,Vicia lutea,,,http://aims.fao.org/aos/agrovoc/c_91fb812b,
c_92,Ácidos,,,http://aims.fao.org/aos/agrovoc/c_92,
c_920,Agentes de control biológico,"Enemigo natural, antagonista o competidor u otro organismo, utilizado para el control de plagas.",,http://aims.fao.org/aos/agrovoc/c_920,Organismos para control biológico
c_920a9218,Smyrnium perfoliatum,,,http://aims.fao.org/aos/agrovoc/c_920a9218,
c_921,Desarrollo biológico,,,http://aims.fao.org/aos/agrovoc/c_921,Ontogenia|Ontogénesis
c_92274d34,Pyronemataceae,,,http://aims.fao.org/aos/agrovoc/c_92274d34,
c_923,Ritmos biológicos,,,http://aims.fao.org/aos/agrovoc/c_923,
c_9231,Bencilpenicilina,,,http://aims.fao.org/aos/agrovoc/c_9231,
c_9232,Berberís,,,http://aims.fao.org/aos/agrovoc/c_9232,
c_92324,Unidades de organización,,,http://aims.fao.org/aos/agrovoc/c_92324,
c_92325,Oficinas sobre el terreno,,,http://aims.fao.org/aos/agrovoc/c_92325,
c_92326,programas de ayuda,,,http://aims.fao.org/aos/agrovoc/c_92326,
c_92327,Socorro en casos de desastre,,,http://aims.fao.org/aos/agrovoc/c_92327,
c_9233,Bergamota,,,http://aims.fao.org/aos/agrovoc/c_9233,
c_92331,carne de caza,,,http://aims.fao.org/aos/agrovoc/c_92331,
c_92332,Geomática,"Disciplina que tiene por objeto la gestión de los datos alfanuméricos y espaciales, relacionados con los elementos del paisaje geográfico, o georreferenciados.",,http://aims.fao.org/aos/agrovoc/c_92332,
c_92334,virus en hojas de algodón enrolladas,,,http://aims.fao.org/aos/agrovoc/c_92334,
c_92335,Ciencias acuáticas,,,http://aims.fao.org/aos/agrovoc/c_92335,
c_92336,compuestos bioquímicos,,,http://aims.fao.org/aos/agrovoc/c_92336,
