"code","label_ru","note","concept","all_alternative_ru","all_hidden_ru","definition_en"
"c_7181","материнские породы","","http://aims.fao.org/aos/agrovoc/c_7181","","",""
"c_7182","физико-химические свойства почвы","","http://aims.fao.org/aos/agrovoc/c_7182","физические свойства почвы|химико-физические свойства почвы","",""
"c_7183","загрязнение почвы","","http://aims.fao.org/aos/agrovoc/c_7183","","",""
"c_71831a4d","Allium flavum subsp. flavum","","http://aims.fao.org/aos/agrovoc/c_71831a4d","","",""
"c_7184","система почвенных пор","","http://aims.fao.org/aos/agrovoc/c_7184","","",""
"c_7185","фитомелиоранты","","http://aims.fao.org/aos/agrovoc/c_7185","","",""
"c_7187","почвенные ресурсы","","http://aims.fao.org/aos/agrovoc/c_7187","","",""
"c_7187852e","скопления организмов","","http://aims.fao.org/aos/agrovoc/c_7187852e","","",""
"c_7188","почвоведение","","http://aims.fao.org/aos/agrovoc/c_7188","","",""
"c_7189","почвоведы","","http://aims.fao.org/aos/agrovoc/c_7189","","",""
"c_718f6455","демонстрационное поведение","","http://aims.fao.org/aos/agrovoc/c_718f6455","","",""
"c_719","Austromenidia","","http://aims.fao.org/aos/agrovoc/c_719","","",""
"c_7190","почвенные фракции","","http://aims.fao.org/aos/agrovoc/c_7190","","",""
"c_719075fd","башни с оттяжками","","http://aims.fao.org/aos/agrovoc/c_719075fd","башенные морские основания с оттяжками","",""
"c_7191","почвенные ряды","","http://aims.fao.org/aos/agrovoc/c_7191","","",""
"c_7192","почвенный раствор","","http://aims.fao.org/aos/agrovoc/c_7192","","",""
"c_7193","аграрная структура","","http://aims.fao.org/aos/agrovoc/c_7193","аграрные системы","",""
"c_7194","стерилизация почвы","","http://aims.fao.org/aos/agrovoc/c_7194","химическая стерилизация почвы","",""
"c_7195","структурные отдельности","","http://aims.fao.org/aos/agrovoc/c_7195","почвенные микороагрегаты|почвенные агрегаты","",""
"c_7196","структура почвы","","http://aims.fao.org/aos/agrovoc/c_7196","физическая спелость почвы","",""
"c_7197","температура почвы","","http://aims.fao.org/aos/agrovoc/c_7197","","",""
"c_7198","анализ почвы","","http://aims.fao.org/aos/agrovoc/c_7198","почвенный анализ","",""
"c_7199","механический состав почвы","","http://aims.fao.org/aos/agrovoc/c_7199","связность почвы","",""
"c_71ac138f","КПРСХА","","http://aims.fao.org/aos/agrovoc/c_71ac138f","Комплексная программа развития сельского хозяйства в Африке","",""
"c_71aee624","геотехнология","","http://aims.fao.org/aos/agrovoc/c_71aee624","научные способы добычи полезных ископаемых","",""
"c_71af8999","партисипаторные исследования","","http://aims.fao.org/aos/agrovoc/c_71af8999","","",""
"c_71b35b92","генетическая варианса","","http://aims.fao.org/aos/agrovoc/c_71b35b92","","",""
"c_71b51ef1","морось","","http://aims.fao.org/aos/agrovoc/c_71b51ef1","","",""
"c_71c02914","Actaea","","http://aims.fao.org/aos/agrovoc/c_71c02914","","",""
"c_71c0a347","микроорганизмы, стимулирующие рост растений","","http://aims.fao.org/aos/agrovoc/c_71c0a347","","",""
"c_71c5ebd0","суспензионные концентраты","","http://aims.fao.org/aos/agrovoc/c_71c5ebd0","концентрат суспензии","",""
"c_71cc548d","Atriplex patula","","http://aims.fao.org/aos/agrovoc/c_71cc548d","","",""
"c_71dc9bc7","азаспирацидное отравление моллюсками","","http://aims.fao.org/aos/agrovoc/c_71dc9bc7","","",""
"c_71e55dac","Allium alpinarii","","http://aims.fao.org/aos/agrovoc/c_71e55dac","","",""
"c_71f37bff","панхроматические снимки","","http://aims.fao.org/aos/agrovoc/c_71f37bff","панхроматические изображения","",""
"c_71fc2761","химия поверхностных явлений","","http://aims.fao.org/aos/agrovoc/c_71fc2761","","",""
"c_71ff45e0","изотопные материалы","","http://aims.fao.org/aos/agrovoc/c_71ff45e0","","",""
"c_72","Acer pseudoplatanus","","http://aims.fao.org/aos/agrovoc/c_72","клен белый|клен ложноплатановый|явор","",""
"c_720","аутэкология","","http://aims.fao.org/aos/agrovoc/c_720","","",""
"c_7200","тепловой режим почвы","","http://aims.fao.org/aos/agrovoc/c_7200","циклы замораживания и оттаивания почвы","",""
"c_7201","токсичность почвы","","http://aims.fao.org/aos/agrovoc/c_7201","токсичные почвы","",""
"c_7202","транспортные процессы в почве","","http://aims.fao.org/aos/agrovoc/c_7202","транспорт растворов в почве|передвижение растворов в почве|перенос масс в почве","",""
"c_7202c2a9","длина тела","","http://aims.fao.org/aos/agrovoc/c_7202c2a9","","",""
"c_7203","обработка почвы (оздоровление)","","http://aims.fao.org/aos/agrovoc/c_7203","","",""
"c_7204","типы почв","","http://aims.fao.org/aos/agrovoc/c_7204","номенклатура почв","",""
"c_7205","почвенная вода","","http://aims.fao.org/aos/agrovoc/c_7205","","",""
"c_7206","водный баланс почвы","","http://aims.fao.org/aos/agrovoc/c_7206","","",""
"c_7207","CARIS","","http://aims.fao.org/aos/agrovoc/c_7207","caris (система информации по текущим научным исследованиям в области сельского хозяйства)|caris","",""
"c_7208","содержание воды в почве","","http://aims.fao.org/aos/agrovoc/c_7208","влажность почвы","",""
"c_7209","движение почвенной влаги","","http://aims.fao.org/aos/agrovoc/c_7209","перенос воды в почве|просачивание почвенной влаги","",""
"c_721","Autographa","","http://aims.fao.org/aos/agrovoc/c_721","","",""
"c_7210","водный потенциал почвы","","http://aims.fao.org/aos/agrovoc/c_7210","сосущая сила почвы","",""
"c_7211","водный режим почвы","","http://aims.fao.org/aos/agrovoc/c_7211","","",""
"c_72111383","Crocus kotschyanus subsp. kotschyanus","","http://aims.fao.org/aos/agrovoc/c_72111383","","",""
"c_7212","удержание воды в почве","","http://aims.fao.org/aos/agrovoc/c_7212","","",""
"c_7213","зонирование почв","","http://aims.fao.org/aos/agrovoc/c_7213","почвенная зональность|почвенные зоны","",""
"c_7215","Solanaceae","","http://aims.fao.org/aos/agrovoc/c_7215","пасленовые","",""
"c_7216","Solanum","","http://aims.fao.org/aos/agrovoc/c_7216","томат (род)|Lycopersicum|Lycopersicon","",""
"c_7217","Solanum hyporhodium","","http://aims.fao.org/aos/agrovoc/c_7217","Cocona","",""
"c_7218","Solanum melongena","","http://aims.fao.org/aos/agrovoc/c_7218","баклажан (овощи)|баклажан","",""
"c_7219","Solanum muricatum","","http://aims.fao.org/aos/agrovoc/c_7219","","",""
"c_721f5ba0","печатные каталоги","","http://aims.fao.org/aos/agrovoc/c_721f5ba0","каталоги книг","",""
"c_722","автоматический полив","","http://aims.fao.org/aos/agrovoc/c_722","","",""
"c_7220","Solanum quitoense","","http://aims.fao.org/aos/agrovoc/c_7220","луло|наранхилла","",""
"c_7221","Solanum tuberosum","","http://aims.fao.org/aos/agrovoc/c_7221","картофель обыкновенный","",""
"c_7222","солнечная энергия","","http://aims.fao.org/aos/agrovoc/c_7222","солнечная активность","",""
"c_7223","чистые посевы","","http://aims.fao.org/aos/agrovoc/c_7223","одновидовые посевы","",""
"c_7224","Solea","","http://aims.fao.org/aos/agrovoc/c_7224","","",""
"c_7225","Solen","","http://aims.fao.org/aos/agrovoc/c_7225","","",""
"c_7226","Solenostemon","","http://aims.fao.org/aos/agrovoc/c_7226","","",""
"c_7227","морские языки","","http://aims.fao.org/aos/agrovoc/c_7227","морской язык песчаный|морской язык европейский|солея желтая","",""
"c_7228","твердые отходы","","http://aims.fao.org/aos/agrovoc/c_7228","негниющий мусор","",""
"c_7229","твердое тело","","http://aims.fao.org/aos/agrovoc/c_7229","","",""
"c_722cbe3a","Cyperus saxatilis","","http://aims.fao.org/aos/agrovoc/c_722cbe3a","","",""
"c_723","вегетативная нервная система","","http://aims.fao.org/aos/agrovoc/c_723","","",""
"c_7230","Соломоновы Острова","","http://aims.fao.org/aos/agrovoc/c_7230","острова санта-крус|гуадалканал","",""
"c_7231","солончаки","","http://aims.fao.org/aos/agrovoc/c_7231","","",""
"c_7231aa7e","гражданские права","","http://aims.fao.org/aos/agrovoc/c_7231aa7e","","",""
"c_7232","солонцы","","http://aims.fao.org/aos/agrovoc/c_7232","","",""
"c_7233","растворимость","","http://aims.fao.org/aos/agrovoc/c_7233","","",""
"c_7234","солюбилизация","","http://aims.fao.org/aos/agrovoc/c_7234","коллоидное растворение","",""
"c_7235","удаление растворителя","","http://aims.fao.org/aos/agrovoc/c_7235","","",""
"c_7236","растворители","","http://aims.fao.org/aos/agrovoc/c_7236","","",""
"c_7237","Сомали","","http://aims.fao.org/aos/agrovoc/c_7237","Федеративная Республика Сомали|сомалийская республика|сомалийская демократическая республика","",""
"c_7238","Сонора","","http://aims.fao.org/aos/agrovoc/c_7238","","",""
"c_7239","сыновья","","http://aims.fao.org/aos/agrovoc/c_7239","мужское потомство","",""
"c_723ba11d","буровое судно","","http://aims.fao.org/aos/agrovoc/c_723ba11d","","",""
"c_724","осенний период","","http://aims.fao.org/aos/agrovoc/c_724","осень","",""
"c_7240","сорбит","","http://aims.fao.org/aos/agrovoc/c_7240","глюцитол","",""
"c_7241","сорбоза","","http://aims.fao.org/aos/agrovoc/c_7241","","",""
"c_7242","Sorbus","","http://aims.fao.org/aos/agrovoc/c_7242","рябина домашняя|рябина","",""
"c_7243","Sorghastrum","","http://aims.fao.org/aos/agrovoc/c_7243","соргаструм","",""
"c_7244","Sorghum","","http://aims.fao.org/aos/agrovoc/c_7244","","",""
"c_7245","Sorghum almum","","http://aims.fao.org/aos/agrovoc/c_7245","колумбова трава","",""
"c_7246","Sorghum arundinaceum","","http://aims.fao.org/aos/agrovoc/c_7246","","",""
"c_7247","Sorghum bicolor","","http://aims.fao.org/aos/agrovoc/c_7247","Сорго обыкновенное|Sorghum subglabrescens|Andropogon sorghum|Sorghum sativum|Sorghum nervosum|Сорго двуцветное|Sorghum caffrorum|Sorghum guineense|Sorghum durra|Sorghum dochna|Sorghum roxburghii|Sorghum caudatum","",""
"c_7248","Sorghum halepense","","http://aims.fao.org/aos/agrovoc/c_7248","гумай|сорго алеппское|джонсова трава","",""
"c_7249","зерно сорго","","http://aims.fao.org/aos/agrovoc/c_7249","сорго зерновое|сорго (зерно)","",""
"c_725","Овернь","","http://aims.fao.org/aos/agrovoc/c_725","","",""
"c_7250","сорбция","","http://aims.fao.org/aos/agrovoc/c_7250","","",""
"c_7251","звук","","http://aims.fao.org/aos/agrovoc/c_7251","звуковые волны","",""
"c_7251f09b","концентраты для получения холодного тумана","","http://aims.fao.org/aos/agrovoc/c_7251f09b","","",""
"c_7252","Южная Африка","","http://aims.fao.org/aos/agrovoc/c_7252","Южно-Африканская Республика","",""
"c_7253","Южная Америка","","http://aims.fao.org/aos/agrovoc/c_7253","","",""
"c_7254","внутренние воды Южной Америки","","http://aims.fao.org/aos/agrovoc/c_7254","","",""
"c_7255","Южная Австралия","","http://aims.fao.org/aos/agrovoc/c_7255","","",""
"c_7256","Южная Каролина","","http://aims.fao.org/aos/agrovoc/c_7256","","",""
"c_7258","южно-китайское море","","http://aims.fao.org/aos/agrovoc/c_7258","","",""
"c_7259","Южная Дакота","","http://aims.fao.org/aos/agrovoc/c_7259","","",""
"c_725b1905","неоплачиваемая работа","","http://aims.fao.org/aos/agrovoc/c_725b1905","","",""
"c_726","ауксины","","http://aims.fao.org/aos/agrovoc/c_726","","",""
"c_7260","Юго-Восточной Азии","","http://aims.fao.org/aos/agrovoc/c_7260","","",""
"c_7261","Юго-Восточные штаты (США)","","http://aims.fao.org/aos/agrovoc/c_7261","","",""
"c_7262","Тихоокеанское сообщество","","http://aims.fao.org/aos/agrovoc/c_7262","кюто|комиссия для стран южной части тихого океана","",""
"c_7263","юго-восточная атлантика","","http://aims.fao.org/aos/agrovoc/c_7263","","",""
"c_7264","юго-восточная часть тихого океана","","http://aims.fao.org/aos/agrovoc/c_7264","","",""
"c_7265","южная часть Африки","","http://aims.fao.org/aos/agrovoc/c_7265","","",""
"c_7266","юго-западная атлантика","","http://aims.fao.org/aos/agrovoc/c_7266","","",""
"c_7267","юго-западная часть тихого океана","","http://aims.fao.org/aos/agrovoc/c_7267","","",""
"c_7268","посев","","http://aims.fao.org/aos/agrovoc/c_7268","посев семян|размещение семян|посадка семян","",""
"c_7269","глубина посева","","http://aims.fao.org/aos/agrovoc/c_7269","глубина заделки семян","",""
"c_727","лавины","","http://aims.fao.org/aos/agrovoc/c_727","","",""
"c_7270","сеяные пастбища","","http://aims.fao.org/aos/agrovoc/c_7270","","",""
"c_7270359f","метод наименьших квадратов","","http://aims.fao.org/aos/agrovoc/c_7270359f","","",""
"c_7271","свиноматки","","http://aims.fao.org/aos/agrovoc/c_7271","","",""
"c_7272","густота стояния","","http://aims.fao.org/aos/agrovoc/c_7272","схемы посадки|плотность посадки|междурядья|размещение растений|густота посева","",""
"c_72722451","Aythya fuligula","","http://aims.fao.org/aos/agrovoc/c_72722451","","",""
"c_7273","Испания","","http://aims.fao.org/aos/agrovoc/c_7273","испанское государство|Королевство Испания","",""
"c_7275","воробьи","","http://aims.fao.org/aos/agrovoc/c_7275","","",""
"c_7276","Spathiflorae","","http://aims.fao.org/aos/agrovoc/c_7276","","",""
"c_7277","нерестилища","","http://aims.fao.org/aos/agrovoc/c_7277","места нереста","",""
"c_7277193c","упаковка рыбной продукции","","http://aims.fao.org/aos/agrovoc/c_7277193c","упаковка рыбных продуктов","",""
"c_7278","копьеносец","","http://aims.fao.org/aos/agrovoc/c_7278","","",""
"c_72788000","Rhaponticum insigne","","http://aims.fao.org/aos/agrovoc/c_72788000","","",""
"c_7279","специализация производства","","http://aims.fao.org/aos/agrovoc/c_7279","","",""
"c_728","Avena","","http://aims.fao.org/aos/agrovoc/c_728","овес","",""
"c_7280","виды","","http://aims.fao.org/aos/agrovoc/c_7280","","",""
"c_7281","относительная плотность","","http://aims.fao.org/aos/agrovoc/c_7281","","",""
"c_7282","удельная теплоемкость","","http://aims.fao.org/aos/agrovoc/c_7282","","",""
"c_7283","спектрометрия","","http://aims.fao.org/aos/agrovoc/c_7283","","",""
"c_7283bd0a","ликсисоли","","http://aims.fao.org/aos/agrovoc/c_7283bd0a","","",""
"c_7284","семенной канатик","","http://aims.fao.org/aos/agrovoc/c_7284","","",""
"c_72847fa3","живые лаборатории","","http://aims.fao.org/aos/agrovoc/c_72847fa3","","",""
"c_7285","сперматогенез","","http://aims.fao.org/aos/agrovoc/c_7285","спермация","",""
"c_7286","Spermatophyta","","http://aims.fao.org/aos/agrovoc/c_7286","явнобрачные растения|семенные растения|цветковые растения","",""
"c_7287","сперматозоиды","","http://aims.fao.org/aos/agrovoc/c_7287","семенная жидкость|сперматоциты","",""
"c_7288","Sphacelotheca","","http://aims.fao.org/aos/agrovoc/c_7288","","",""
"c_7289","сферобласты","","http://aims.fao.org/aos/agrovoc/c_7289","","",""
"c_728a82fb","поверхность раздела ""вода-нефть""","","http://aims.fao.org/aos/agrovoc/c_728a82fb","водонефтяной контакт","",""
"c_729","Avena byzantina","","http://aims.fao.org/aos/agrovoc/c_729","овес византийский","",""
"c_7290","Sphaeroides","","http://aims.fao.org/aos/agrovoc/c_7290","","",""
"c_7291","Sphaerolecanium","","http://aims.fao.org/aos/agrovoc/c_7291","","",""
"c_7292","Sphaerotheca","","http://aims.fao.org/aos/agrovoc/c_7292","","",""
"c_7293","Sphenisciformes","","http://aims.fao.org/aos/agrovoc/c_7293","","",""
"c_7294","Sphenostylis","","http://aims.fao.org/aos/agrovoc/c_7294","сфеностилис узкоплодный","",""
"c_7295","сфинголипидоз","","http://aims.fao.org/aos/agrovoc/c_7295","","",""
"c_7296","Sphyraena","","http://aims.fao.org/aos/agrovoc/c_7296","","",""
"c_7297","Sphyraenoidei","","http://aims.fao.org/aos/agrovoc/c_7297","","",""
"c_7298","Spicaria","","http://aims.fao.org/aos/agrovoc/c_7298","","",""
"c_7299","пряные культуры","","http://aims.fao.org/aos/agrovoc/c_7299","ароматические культуры (специи)|растения для приправ (специи)","",""
"c_729bd43c","триазолоновые гербициды","","http://aims.fao.org/aos/agrovoc/c_729bd43c","","",""
"c_729e1fb6","проспективные исследования","","http://aims.fao.org/aos/agrovoc/c_729e1fb6","","",""
"c_72a0c3ae","Allium rumelicum","","http://aims.fao.org/aos/agrovoc/c_72a0c3ae","","",""
"c_72a90df5","Viola tricolor","","http://aims.fao.org/aos/agrovoc/c_72a90df5","","",""
"c_72aa5dd7","Anagallis","","http://aims.fao.org/aos/agrovoc/c_72aa5dd7","","",""
"c_72b03d35","навигация животных","","http://aims.fao.org/aos/agrovoc/c_72b03d35","","",""
"c_72b51f3a","Lycium europaeum","","http://aims.fao.org/aos/agrovoc/c_72b51f3a","","",""
"c_72b79d57","хлорофилл a","","http://aims.fao.org/aos/agrovoc/c_72b79d57","","",""
"c_72bb7deb","Boletus aereus","","http://aims.fao.org/aos/agrovoc/c_72bb7deb","","",""
"c_72c2d342","места зимовки","","http://aims.fao.org/aos/agrovoc/c_72c2d342","","",""
"c_72c44dde","Alfamovirus","","http://aims.fao.org/aos/agrovoc/c_72c44dde","","",""
"c_72cef7b2","наномедицина","","http://aims.fao.org/aos/agrovoc/c_72cef7b2","","",""
"c_72dd6860","оценка стоимости земли","","http://aims.fao.org/aos/agrovoc/c_72dd6860","","",""
"c_72e80067","синдром красной грудины","","http://aims.fao.org/aos/agrovoc/c_72e80067","","",""
"c_72e94401","Crocus antalyensis","","http://aims.fao.org/aos/agrovoc/c_72e94401","","",""
"c_72efbdb8","нотариус","","http://aims.fao.org/aos/agrovoc/c_72efbdb8","","",""
"c_72f45664","прибрежные течения","","http://aims.fao.org/aos/agrovoc/c_72f45664","","",""
"c_72fbd99d","сафлоровый жмых","","http://aims.fao.org/aos/agrovoc/c_72fbd99d","","",""
"c_72ffc0d9","Lycium ruthenicum","","http://aims.fao.org/aos/agrovoc/c_72ffc0d9","","",""
"c_73","Acer rubrum","","http://aims.fao.org/aos/agrovoc/c_73","клен красный","",""
"c_730","Avena fatua","","http://aims.fao.org/aos/agrovoc/c_730","овсюг","",""
"c_7300","Araneae","","http://aims.fao.org/aos/agrovoc/c_7300","","",""
"c_7301","колоски","","http://aims.fao.org/aos/agrovoc/c_7301","","",""
"c_7302","Spilonota","","http://aims.fao.org/aos/agrovoc/c_7302","","",""
"c_7303","свекла листовая шпинатная (овощи)","","http://aims.fao.org/aos/agrovoc/c_7303","листовая свекла (овощи)|мангольд (овощи)","",""
"c_7304","Spinacia oleracea","","http://aims.fao.org/aos/agrovoc/c_7304","Spinacea oleracea|Spinachia oleracea|шпинат огородный","",""
"c_7305","спинной мозг","","http://aims.fao.org/aos/agrovoc/c_7305","medulla spinalis","",""
"c_7306","позвоночник","","http://aims.fao.org/aos/agrovoc/c_7306","позвоночный столб","",""
"c_7307","прядение","","http://aims.fao.org/aos/agrovoc/c_7307","","",""
"c_7308","Spirillaceae","","http://aims.fao.org/aos/agrovoc/c_7308","","",""
"c_7309","высокоалкогольные напитки","","http://aims.fao.org/aos/agrovoc/c_7309","спирт-дистиллят","",""
"c_731","Avena sativa","","http://aims.fao.org/aos/agrovoc/c_731","овес посевной","",""
"c_7310","Spirocerca","","http://aims.fao.org/aos/agrovoc/c_7310","","",""
"c_7311","Spirochaetales","","http://aims.fao.org/aos/agrovoc/c_7311","","",""
"c_7312","Spirotrichia","","http://aims.fao.org/aos/agrovoc/c_7312","","",""
"c_7313","Spisula","","http://aims.fao.org/aos/agrovoc/c_7313","","",""
"c_7313f275","использование общих водных ресурсов","","http://aims.fao.org/aos/agrovoc/c_7313f275","совместное использование водных ресурсов","",""
"c_7314","селезенка","","http://aims.fao.org/aos/agrovoc/c_7314","","",""
"c_7315","спленэктомия","","http://aims.fao.org/aos/agrovoc/c_7315","","",""
"c_7316","дробные подкормки","","http://aims.fao.org/aos/agrovoc/c_7316","дробное внесение","",""
"c_7317","Spodoptera","","http://aims.fao.org/aos/agrovoc/c_7317","Laphygma|Prodenia","",""
"c_7319","разведение губок","","http://aims.fao.org/aos/agrovoc/c_7319","","",""
"c_731e9ffa","Dahlia pinnata","","http://aims.fao.org/aos/agrovoc/c_731e9ffa","","",""
"c_732","Averrhoa","","http://aims.fao.org/aos/agrovoc/c_732","","",""
"c_7320","добыча губок","","http://aims.fao.org/aos/agrovoc/c_7320","промысел губок","",""
"c_7321","губки","","http://aims.fao.org/aos/agrovoc/c_7321","","",""
"c_7322","Spongia","","http://aims.fao.org/aos/agrovoc/c_7322","","",""
"c_7323","Spongospora","","http://aims.fao.org/aos/agrovoc/c_7323","","",""
"c_7324","споры","","http://aims.fao.org/aos/agrovoc/c_7324","","",""
"c_7325","Sporobolus","","http://aims.fao.org/aos/agrovoc/c_7325","","",""
"c_7325b328","восковой налет (на листьях или плодах)","","http://aims.fao.org/aos/agrovoc/c_7325b328","","",""
"c_7326","спорофоры","","http://aims.fao.org/aos/agrovoc/c_7326","плодовые тела (грибы)","",""
"c_7327","Sporozoa","","http://aims.fao.org/aos/agrovoc/c_7327","Apicomplexa","",""
"c_7328","спорт","","http://aims.fao.org/aos/agrovoc/c_7328","","",""
"c_7329","пятнистости","","http://aims.fao.org/aos/agrovoc/c_7329","","",""
"c_732b8f9e","автотрофия","","http://aims.fao.org/aos/agrovoc/c_732b8f9e","автотрофность","",""
"c_733","Averrhoa bilimbi","","http://aims.fao.org/aos/agrovoc/c_733","билимби","",""
"c_7330","шпроты","","http://aims.fao.org/aos/agrovoc/c_7330","","",""
"c_733015ed","анализ Фурье","","http://aims.fao.org/aos/agrovoc/c_733015ed","","",""
"c_7331","Sprattus","","http://aims.fao.org/aos/agrovoc/c_7331","","",""
"c_7332","штанги опрыскивателей","","http://aims.fao.org/aos/agrovoc/c_7332","","",""
"c_7333","опрыскиватели","","http://aims.fao.org/aos/agrovoc/c_7333","","",""
"c_7334","опрыскивание","","http://aims.fao.org/aos/agrovoc/c_7334","обработка дисперсиями|аэрозольная обработка","",""
"c_7335","распыляемые жидкости","","http://aims.fao.org/aos/agrovoc/c_7335","","",""
"c_7336","весенний период","","http://aims.fao.org/aos/agrovoc/c_7336","","",""
"c_7337","яровая пшеница","","http://aims.fao.org/aos/agrovoc/c_7337","","",""
"c_7338","дождевание","","http://aims.fao.org/aos/agrovoc/c_7338","орошение под напором","",""
"c_7339","брокколи (овощи)","","http://aims.fao.org/aos/agrovoc/c_7339","спаржевая капуста (овощи)","",""
"c_733bf018","микроинъекция","","http://aims.fao.org/aos/agrovoc/c_733bf018","","",""
"c_734","Averrhoa carambola","","http://aims.fao.org/aos/agrovoc/c_734","карамбола","",""
"c_7340","Squaliformes","","http://aims.fao.org/aos/agrovoc/c_7340","","",""
"c_7341","Squalus","","http://aims.fao.org/aos/agrovoc/c_7341","","",""
"c_7342","Squatina","","http://aims.fao.org/aos/agrovoc/c_7342","","",""
"c_7343","кальмары (морепродукты)","","http://aims.fao.org/aos/agrovoc/c_7343","","",""
"c_7344","белки (Sciurina)","","http://aims.fao.org/aos/agrovoc/c_7344","бурундуки|лесные североамериканские сурки|сурки|суслики|лесные сурки","",""
"c_73442edb","Agaricus arvensis","","http://aims.fao.org/aos/agrovoc/c_73442edb","","",""
"c_7345","Шри-Ланка","","http://aims.fao.org/aos/agrovoc/c_7345","Демократическая Социалистическая Республика Шри-Ланка|цейлон|республика шри-ланка","",""
"c_7346","Сент-Эстатиус","","http://aims.fao.org/aos/agrovoc/c_7346","Синт-Эстатиус","",""
"c_7347","остров Святой Елены","","http://aims.fao.org/aos/agrovoc/c_7347","","",""
"c_7349","Сент-Люсия","","http://aims.fao.org/aos/agrovoc/c_7349","","",""
"c_7350","Синт-Мартен (Нидерландская часть)","","http://aims.fao.org/aos/agrovoc/c_7350","Синт-Маартен|Сент-Маартен","",""
"c_7351","Сен-Пьер и Микелон","","http://aims.fao.org/aos/agrovoc/c_7351","","",""
"c_7352","Сент-Винсент и Гренадины","","http://aims.fao.org/aos/agrovoc/c_7352","","",""
"c_7353","экономическая стабилизация","","http://aims.fao.org/aos/agrovoc/c_7353","стабилизация","",""
"c_7354","стабилизаторы (вещества)","","http://aims.fao.org/aos/agrovoc/c_7354","структурообразователи|гелеобразователи|пищевые загустители","",""
"c_7356","конюшни","","http://aims.fao.org/aos/agrovoc/c_7356","стойла для лошадей","",""
"c_7357","Stachybotrys","","http://aims.fao.org/aos/agrovoc/c_7357","","",""
"c_7358","стахиоза","","http://aims.fao.org/aos/agrovoc/c_7358","","",""
"c_7359","Stachys","","http://aims.fao.org/aos/agrovoc/c_7359","","",""
"c_73599179","конфликты","","http://aims.fao.org/aos/agrovoc/c_73599179","","",""
"c_735dd9f5","дестабилизация","","http://aims.fao.org/aos/agrovoc/c_735dd9f5","","",""
"c_736","болезнь гамборо","","http://aims.fao.org/aos/agrovoc/c_736","инфекционный бурсит птиц|инфекционная бурсальная болезнь","",""
"c_7360","Stachys sieboldii","","http://aims.fao.org/aos/agrovoc/c_7360","японский артишок|китайский артишок","",""
"c_7361","установка опор","","http://aims.fao.org/aos/agrovoc/c_7361","","",""
"c_7362","жеребцы","","http://aims.fao.org/aos/agrovoc/c_7362","некастрированные жеребцы","",""
"c_7363","стойла","","http://aims.fao.org/aos/agrovoc/c_7363","денники","",""
"c_7364","уход за лесом","","http://aims.fao.org/aos/agrovoc/c_7364","","",""
"c_7365","охрана и защита лесонасаждений","","http://aims.fao.org/aos/agrovoc/c_7365","","",""
"c_7366","стандартизация","","http://aims.fao.org/aos/agrovoc/c_7366","","",""
"c_7367","стандарты","","http://aims.fao.org/aos/agrovoc/c_7367","","",""
"c_7368","Staphylococcus","","http://aims.fao.org/aos/agrovoc/c_7368","","",""
"c_7369","крахмал","","http://aims.fao.org/aos/agrovoc/c_7369","крахмальные зерна","",""
"c_73690491","Fritillaria alfredae subsp. platyptera","","http://aims.fao.org/aos/agrovoc/c_73690491","","",""
"c_736c2f96","Amblyseius degenerans","","http://aims.fao.org/aos/agrovoc/c_736c2f96","","",""
"c_737","лейкоз птиц","","http://aims.fao.org/aos/agrovoc/c_737","эритробластоз птиц|миелобластоз птиц","",""
"c_7370","крахмалоносные культуры","","http://aims.fao.org/aos/agrovoc/c_7370","","",""
"c_7371","крахмальный эквивалент","","http://aims.fao.org/aos/agrovoc/c_7371","","",""
"c_7372","крахмалопаточная промышленность","","http://aims.fao.org/aos/agrovoc/c_7372","","",""
"c_7373","скворцы","","http://aims.fao.org/aos/agrovoc/c_7373","Sturnus vulgaris","",""
"c_7374","стартовые подкормки","","http://aims.fao.org/aos/agrovoc/c_7374","стартовое внесение удобрений","",""
"c_7375","вынужденное голодание","","http://aims.fao.org/aos/agrovoc/c_7375","истощение|лишение пищи|лишение корма|ограничение пищи","",""
"c_7376","госхозы","","http://aims.fao.org/aos/agrovoc/c_7376","","",""
"c_7377","статистические методы","","http://aims.fao.org/aos/agrovoc/c_7377","статистический анализ","",""
"c_7377fd88","тонкослойный иммуноанализ","","http://aims.fao.org/aos/agrovoc/c_7377fd88","","",""
"c_7379","статистика как наука","","http://aims.fao.org/aos/agrovoc/c_7379","","",""
"c_73795d8e","безглютеновая диета","","http://aims.fao.org/aos/agrovoc/c_73795d8e","","",""
"c_737a8726","статья с цифровыми данными","","http://aims.fao.org/aos/agrovoc/c_737a8726","","",""
"c_738","онковирусы птиц","","http://aims.fao.org/aos/agrovoc/c_738","вирус лейкоза птиц|вирус миелобластоза птиц|вирус ретикулоэндотелиоза|вирус эритробластоза","",""
"c_7380","мясо для стейков","","http://aims.fao.org/aos/agrovoc/c_7380","","",""
"c_7381","пропаривание","","http://aims.fao.org/aos/agrovoc/c_7381","паровая обработка|обработка паром","",""
"c_7382","стеариновая кислота","","http://aims.fao.org/aos/agrovoc/c_7382","","",""
"c_7383","стеарин","","http://aims.fao.org/aos/agrovoc/c_7383","","",""
"c_7384","сталь","","http://aims.fao.org/aos/agrovoc/c_7384","","",""
"c_7385","Stegobium","","http://aims.fao.org/aos/agrovoc/c_7385","точильщик хлебный","",""
